adjective,noun,article,adj_article,llama_405b_base_judgment
candy,gumball,a,a,about half the time
boy,bear,a,a,rarely
hind,foot,a,a,about half the time
yellow,fish,a,a,never
wet,rag,a,a,sometimes
pink,pillow,a,a,never
red,car,a,a,often
orange,hippo,a,an,never
brother,tiger,a,a,almost always
water,toy,a,a,sometimes
green,eye,an,a,rarely
pink,orange,an,a,never
fly,soup,,,never
puppet,house,a,a,never
night,bear,a,a,always
inch,wire,a,an,rarely
bread,pasta,,,never
karate,girl,a,a,rarely
nursery,school,a,a,rarely
red,jeep,a,a,about half the time
pink,tulip,a,a,almost always
beach,ball,a,a,about half the time
dark,suit,a,a,always
orange,arm,an,an,never
stick,bug,a,a,rarely
kitchen,water,,,about half the time
ground,rice,,,often
carpet,tile,a,a,almost always
mommy,room,a,a,never
brown,paper,a,a,never
bunny,blanket,a,a,almost always
grey,shoe,a,a,rarely
moon,beam,a,a,never
red,match,a,a,always
hot,pan,a,a,never
top,shop,a,a,almost always
pill,pen,a,a,never
pink,purple,,,never
peg,leg,a,a,never
frozen,chicken,a,a,almost always
outside,hallway,a,an,never
doctor,visit,a,a,almost always
singing,mommy,a,a,never
pretzel,stick,a,a,always
toy,bin,a,a,never
engine,shed,a,an,never
princess,cake,a,a,never
trigger,fish,a,a,never
kids,day,a,a,almost always
hot,cup,a,a,almost always
plastic,table,a,a,sometimes
log,book,a,a,rarely
fish,tank,a,a,often
poison,stem,a,a,sometimes
chief,accountant,an,a,almost always
bear,mitten,a,a,never
forty,pound,a,a,always
bean,dish,a,a,never
dirty,cloth,a,a,almost always
green,bean,a,a,sometimes
baby,bear,a,a,rarely
wet,foot,a,a,rarely
diamond,button,a,a,about half the time
letter,box,a,a,sometimes
swim,shoe,a,a,rarely
bird,girl,a,a,never
battery,game,a,a,almost always
mermaid,hole,a,a,never
dragon,guy,a,a,rarely
top,hit,a,a,almost always
round,circle,a,a,always
brown,cookie,a,a,rarely
fuzzy,ear,an,a,never
broken,toe,a,a,never
fire,man,a,a,about half the time
orange,monkey,a,an,never
noodle,worm,a,a,always
silver,line,a,a,never
mommy,chair,a,a,never
red,spot,a,a,never
dolly,dress,a,a,rarely
hummus,bread,,,rarely
red,fish,a,a,never
apple,barrel,a,an,never
plastic,tunnel,a,a,never
red,lid,a,a,rarely
cardboard,cylinder,a,a,almost always
green,fire,,,almost always
green,circle,a,a,always
yellow,lid,a,a,never
chalk,duster,a,a,always
sweet,bread,,,rarely
green,cap,a,a,rarely
meadow,walk,a,a,never
baby,moon,a,a,always
hound,letter,a,a,often
pony,piece,a,a,never
water,man,a,a,rarely
hot,syrup,,,often
frozen,pea,a,a,sometimes
shelve,divider,a,a,sometimes
key,ring,a,a,never
baby,buggy,a,a,always
people,rug,a,a,always
bottom,picture,a,a,never
bathroom,room,a,a,often
pink,sword,a,a,rarely
pink,bottom,a,a,sometimes
top,refrigerator,a,a,always
table,honey,,,almost always
dark,bath,a,a,never
tooth,book,a,a,never
daddy,chair,a,a,never
leg,room,a,a,never
oat,meal,a,an,rarely
trash,block,a,a,never
bright,red,,,always
potty,chair,a,a,never
dirty,bubble,a,a,never
violin,teacher,a,a,never
purple,suit,a,a,never
cutting,board,a,a,often
cathedral,choir,a,a,never
yellow,plane,a,a,never
astronaut,costume,a,an,always
door,handle,a,a,almost always
pink,block,a,a,never
bottom,dollar,a,a,rarely
pink,tunnel,a,a,never
green,knife,a,a,never
telephone,call,a,a,almost always
orange,shirt,a,an,never
tartar,taste,a,a,never
bible,school,a,a,sometimes
baby,mama,a,a,never
green,noodle,a,a,never
machinery,catalogue,a,a,always
chicken,noodle,a,a,never
top,shelf,a,a,about half the time
plastic,wallet,a,a,never
square,yard,a,a,almost always
metal,piece,a,a,rarely
mommy,tiger,a,a,almost always
yellow,picture,a,a,almost always
computer,person,a,a,rarely
guy,knight,a,a,always
brake,fluid,,,almost always
purple,ketchup,,,never
wall,tile,a,a,about half the time
sister,fight,a,a,never
coffee,bean,a,a,rarely
dinosaur,head,a,a,never
solid,block,a,a,always
purple,pad,a,a,never
hot,balloon,a,a,rarely
toy,puppy,a,a,never
orange,bag,a,an,never
green,scissor,a,a,never
red,cheek,a,a,never
round,tower,a,a,about half the time
plastic,glasses,,,about half the time
banana,apple,an,a,never
suite,shower,a,a,never
granddad,kiss,a,a,never
broken,bat,a,a,rarely
brick,house,a,a,about half the time
plastic,container,a,a,always
peanut,butter,,,never
yellow,curtain,a,a,never
car,track,a,a,rarely
animal,book,a,an,never
sailor,collar,a,a,never
post,office,an,a,often
red,knob,a,a,almost always
orange,soda,,,rarely
ant,food,,,never
purple,sweater,a,a,rarely
orange,block,a,an,rarely
purple,leg,a,a,never
questionnaire,letter,a,a,never
baby,turtle,a,a,about half the time
tee,shirt,a,a,almost always
water,running,,,always
wheelie,bin,a,a,never
furniture,curtain,a,a,never
water,honey,,,never
room,sweet,a,a,always
picture,rail,a,a,never
toy,closet,a,a,rarely
honey,butter,,,never
red,toy,a,a,sometimes
standing,wall,a,a,always
bread,roll,a,a,always
brown,hair,,,about half the time
red,sky,a,a,never
oil,pot,a,an,always
wet,water,,,always
red,tricycle,a,a,sometimes
door,step,a,a,never
purple,bracelet,a,a,never
video,player,a,a,about half the time
baby,bee,a,a,rarely
boy,bike,a,a,never
kitchen,window,a,a,often
yellow,orange,an,a,never
brown,blanket,a,a,never
red,van,a,a,never
hot,roll,a,a,often
bacon,toast,,,never
spinach,dip,a,a,always
garden,soil,,,rarely
cough,syrup,,,never
elephant,garland,a,an,never
press,office,an,a,never
passenger,car,a,a,often
elephant,weight,a,an,never
purple,cranium,a,a,never
light,orange,an,a,rarely
princess,snack,a,a,never
secretary,table,a,a,always
ocean,train,a,an,rarely
asteroid,hit,a,an,never
fat,pig,a,a,often
bible,road,a,a,never
yellow,mommy,a,a,never
hot,rice,,,sometimes
dinosaur,artifact,an,a,never
mommy,cat,a,a,sometimes
bouncing,ball,a,a,always
game,marble,a,a,always
bear,workshop,a,a,never
upstairs,stair,a,an,always
pee,pod,a,a,always
green,red,,,always
country,house,a,a,never
plum,soup,,,never
purple,bath,a,a,never
wet,rug,a,a,never
hall,lighting,,,almost always
foot,print,a,a,never
pink,crayon,a,a,never
crab,line,a,a,never
dog,walk,a,a,about half the time
bright,spot,a,a,never
chocolate,lollipop,a,a,rarely
street,shop,a,a,sometimes
dirty,face,a,a,about half the time
furry,platypus,a,a,rarely
mud,water,,,never
picture,wall,a,a,rarely
light,flashing,,,never
outhouse,door,a,an,never
microscope,spotlight,a,a,never
paper,shop,a,a,never
red,flap,a,a,sometimes
video,tape,a,a,never
car,door,a,a,about half the time
ant,aphid,an,an,always
art,museum,a,an,sometimes
thick,gland,a,a,often
stag,group,a,a,always
milk,jug,a,a,about half the time
baby,bird,a,a,rarely
singing,drawer,a,a,always
bathing,suit,a,a,never
brass,dart,a,a,never
dressing,table,a,a,sometimes
red,bed,a,a,never
purple,window,a,a,never
spot,check,a,a,sometimes
bear,teddy,a,a,almost always
banana,tree,a,a,rarely
dogs,barking,,,almost always
top,drawer,a,a,about half the time
horse,running,,,never
eleven,pound,a,an,never
fire,officer,an,a,often
weight,bag,a,a,rarely
whisky,ginger,,,sometimes
red,string,a,a,always
icy,mountain,a,an,never
orange,rain,,,never
oatmeal,cookie,a,an,never
food,company,a,a,sometimes
wooden,floor,a,a,about half the time
strawberry,bar,a,a,never
bear,jump,a,a,never
banana,mess,a,a,never
farm,house,a,a,rarely
red,tomato,a,a,almost always
shop,envelope,an,a,never
bottom,drawer,a,a,always
yellow,school,a,a,never
computer,game,a,a,never
doggy,tail,a,a,about half the time
melon,ball,a,a,never
tea,room,a,a,rarely
naked,mole,a,a,almost always
bunny,book,a,a,never
bug,spray,a,a,often
brown,train,a,a,never
flower,pot,a,a,almost always
scaly,skin,,,always
hot,dog,a,a,about half the time
red,bike,a,a,rarely
flat,cheese,,,always
stuffed,animal,an,a,sometimes
diaper,wipe,a,a,almost always
night,plane,a,a,about half the time
yellow,bird,a,a,rarely
pop,opera,an,a,rarely
tree,house,a,a,rarely
dark,leaf,a,a,almost always
yellow,mom,a,a,never
red,street,a,a,never
pink,hair,,,rarely
man,mum,a,a,never
fish,jelly,,,never
bus,park,a,a,rarely
baby,talk,a,a,always
orange,guy,a,an,never
thick,mustache,a,a,never
compost,pile,a,a,always
press,jacket,a,a,rarely
spider,head,a,a,always
green,tie,a,a,rarely
ear,lobe,a,an,rarely
back,room,a,a,never
outside,bird,a,an,always
kid,driving,,,rarely
gold,coffee,,,never
honey,pot,a,a,rarely
purple,book,a,a,never
wedding,day,a,a,rarely
moon,rover,a,a,never
dark,snake,a,a,rarely
penny,packet,a,a,never
car,driver,a,a,never
plastic,back,a,a,never
orange,colors,a,an,often
apple,juicer,a,an,rarely
green,mountain,a,a,never
yellow,hippo,a,a,never
hot,mama,a,a,almost always
red,onion,an,a,rarely
cherry,tomato,a,a,never
doll,house,a,a,never
giant,puppet,a,a,never
motor,car,a,a,never
dark,lounge,a,a,always
brown,sugar,,,rarely
telephone,ringing,,,sometimes
red,pillow,a,a,never
silver,ship,a,a,never
hot,sundae,a,a,rarely
pink,elephant,an,a,never
brown,doggie,a,a,always
yogurt,hair,,,almost always
kids,honey,,,never
guy,walking,,,sometimes
taller,spoon,a,a,almost always
pirate,necklace,a,a,rarely
cloudy,day,a,a,often
pink,towel,a,a,never
baby,snail,a,a,rarely
purple,ring,a,a,never
tv,company,a,a,never
sunny,side,a,a,sometimes
purple,car,a,a,never
green,monkey,a,a,rarely
broken,door,a,a,never
pink,bear,a,a,never
home,sign,a,a,sometimes
plastic,mat,a,a,often
home,committee,a,a,never
dinosaur,book,a,a,never
male,goldfish,a,a,about half the time
saw,blade,a,a,never
baby,deer,a,a,rarely
vampire,zombie,a,a,never
monkey,whisper,a,a,never
bathroom,shop,a,a,rarely
panel,radiator,a,a,almost always
kitchen,net,a,a,never
red,horn,a,a,never
outside,shell,a,an,about half the time
octopus,show,a,an,never
racing,pigeon,a,a,sometimes
green,shamrock,a,a,almost always
land,motorway,a,a,about half the time
pregnant,blond,a,a,never
yellow,scarf,a,a,rarely
track,record,a,a,about half the time
shovel,scoop,a,a,sometimes
colors,green,,,always
orange,bug,a,an,never
green,lego,a,a,rarely
crease,mark,a,a,rarely
green,dish,a,a,never
baby,hair,,,about half the time
gold,plate,a,a,rarely
piggy,bank,a,a,never
sugar,cube,a,a,never
hay,ride,a,a,never
pink,flower,a,a,sometimes
red,rectangle,a,a,often
squirt,toy,a,a,about half the time
panel,game,a,a,almost always
fridge,freezer,a,a,often
lock,stock,,,never
naked,child,a,a,sometimes
gold,star,a,a,always
gold,band,a,a,about half the time
room,bathroom,a,a,always
ceiling,tile,a,a,often
dirty,swine,a,a,always
trash,yard,a,a,rarely
apple,book,a,an,never
puffin,nose,a,a,always
tv,day,a,a,always
light,car,a,a,almost always
butterfly,cake,a,a,never
freeze,popsicle,a,a,about half the time
girl,boot,a,a,rarely
bunny,mask,a,a,always
goose,mama,a,a,never
gas,bill,a,a,sometimes
hot,daddy,a,a,always
yellow,fuzz,,,never
dorsal,fin,a,a,almost always
fairy,pony,a,a,never
singing,voice,a,a,about half the time
purple,rain,,,never
message,machine,a,a,never
bait,shop,a,a,rarely
litter,tray,a,a,often
stuffed,mushroom,a,a,never
leather,jacket,a,a,rarely
teddy,book,a,a,never
brown,baby,a,a,often
guy,dancing,,,always
dressing,gown,a,a,never
apple,feast,a,an,rarely
cracker,sandwich,a,a,never
green,cheese,,,rarely
tiger,costume,a,a,often
butter,sandwich,a,a,never
dinosaur,map,a,a,never
red,apple,an,a,often
lady,bug,a,a,rarely
red,barn,a,a,sometimes
light,bulb,a,a,often
cookie,jar,a,a,sometimes
tool,box,a,a,almost always
spiky,fish,a,a,never
gingerbread,guy,a,a,always
orange,balloon,a,an,never
taller,one,a,a,almost always
green,doggy,a,a,never
tooth,mark,a,a,rarely
juicy,juice,,,rarely
dust,rag,a,a,often
day,break,a,a,never
mitten,tree,a,a,never
purple,pants,,,never
stereo,computer,a,a,never
purple,red,,,never
railway,track,a,a,almost always
yellow,roof,a,a,never
brake,pad,a,a,never
pink,hat,a,a,rarely
back,row,a,a,always
sleeveless,top,a,a,never
red,pepper,a,a,always
elbow,hair,,,sometimes
green,egg,an,a,never
tank,top,a,a,almost always
yellow,toe,a,a,never
lady,car,a,a,never
robot,head,a,a,never
shoe,store,a,a,almost always
chap,advertising,,,never
daddy,fish,a,a,never
yellow,driver,a,a,about half the time
dog,dirt,,,never
quarter,bag,a,a,never
top,handle,a,a,rarely
choir,boy,a,a,rarely
brown,mommy,a,a,almost always
paper,bag,a,a,rarely
dead,baby,a,a,about half the time
pink,paper,a,a,never
hotel,room,a,a,never
hot,cereal,,,rarely
baby,fish,a,a,always
ocean,book,a,an,rarely
tape,recorder,a,a,always
suite,room,a,a,sometimes
purple,edge,an,a,never
rock,honey,,,always
yellow,lady,a,a,never
metal,door,a,a,about half the time
telephone,cord,a,a,almost always
tail,piece,a,a,always
garden,hose,a,a,almost always
water,boil,a,a,never
cotton,lining,a,a,rarely
red,berry,a,a,about half the time
dolly,clothes,,,rarely
top,tooth,a,a,always
raisin,cookie,a,a,sometimes
purple,mom,a,a,never
bubble,bath,a,a,rarely
exit,entrance,an,an,never
bear,home,a,a,rarely
smiley,sticker,a,a,sometimes
slippery,leg,a,a,never
hot,strawberry,a,a,never
giant,dragon,a,a,never
pear,yogurt,,,rarely
red,honey,,,never
shoe,wax,,,never
