...1,doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,person,session,subject,X
NA,10620901744,2,3,NA,giant,worm,worm,NA,TRUE,giant,ldp_parent_utts_udpipe,giant,worm,parent,9,62,4982
NA,10621000045,11,13,NA,wet,towel,towel,NA,FALSE,wet,ldp_parent_utts_udpipe,wet,towel,parent,10,62,4983
NA,10621000126,1,2,NA,green,frosting,frosting,NA,TRUE,green,ldp_parent_utts_udpipe,green,frost,parent,10,62,4984
NA,10621000235,4,5,NA,green,sugar,sugar,NA,TRUE,green,ldp_parent_utts_udpipe,green,sugar,parent,10,62,4985
NA,10621000248,5,6,NA,puzzle,piece,piece,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,piec,parent,10,62,4986
NA,10621000262,3,4,NA,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,parent,10,62,4987
NA,10621000537,9,11,NA,sugar,man,man,NA,FALSE,sugar,ldp_parent_utts_udpipe,sugar,man,parent,10,62,4988
NA,10621000622,6,7,NA,green,mouth,mouth,NA,TRUE,green,ldp_parent_utts_udpipe,green,mouth,parent,10,62,4989
NA,10621000797,4,5,NA,smiley,face,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,parent,10,62,4990
NA,10621000835,4,5,NA,smiley,face,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,parent,10,62,4991
NA,10621000937,4,5,NA,icy,rings,ring,NA,TRUE,icy,ldp_parent_utts_udpipe,ici,ring,parent,10,62,4992
NA,10621001124,4,5,NA,pink,hair,hair,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,hair,parent,10,62,4993
NA,10621001256,2,3,NA,gold,cap,cap,NA,TRUE,gold,ldp_parent_utts_udpipe,gold,cap,parent,10,62,4994
NA,10621100031,8,9,NA,red,fish,fish,NA,TRUE,red,ldp_parent_utts_udpipe,red,fish,parent,11,62,4995
NA,10621100032,10,11,NA,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,parent,11,62,4996
NA,10621100241,2,6,NA,yellow,ones,one,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,on,parent,11,62,4997
NA,10621100241,5,6,NA,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,parent,11,62,4998
NA,10621100279,6,7,NA,sticker,eyes,eye,NA,TRUE,sticker,ldp_parent_utts_udpipe,sticker,ey,parent,11,62,4999
NA,10621100726,12,13,NA,jean,jacket,jacket,NA,TRUE,jean,ldp_parent_utts_udpipe,jean,jacket,parent,11,62,5000
NA,10621100764,8,9,NA,jean,jacket,jacket,NA,TRUE,jean,ldp_parent_utts_udpipe,jean,jacket,parent,11,62,5001
NA,10621100790,2,3,NA,jean,jacket,jacket,NA,TRUE,jean,ldp_parent_utts_udpipe,jean,jacket,parent,11,62,5002
NA,10621101526,6,7,NA,lawn,mower,mower,NA,TRUE,lawn,ldp_parent_utts_udpipe,lawn,mower,parent,11,62,5003
NA,10621101669,1,2,NA,bubble,world,world,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,world,parent,11,62,5004
NA,10621101697,3,4,NA,bubble,lawn,lawn,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,lawn,parent,11,62,5005
NA,10621200101,2,7,NA,yellow,colors,color,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,color,parent,12,62,5006
NA,10621200110,1,3,NA,mashed,skin,skin,NA,FALSE,mashed,ldp_parent_utts_udpipe,mash,skin,parent,12,62,5007
NA,10621200115,1,3,NA,mashed,skin,skin,NA,FALSE,mashed,ldp_parent_utts_udpipe,mash,skin,parent,12,62,5008
NA,10621200204,8,9,NA,fish,hook,hook,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,hook,parent,12,62,5009
NA,10621200205,15,16,NA,fish,hook,hook,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,hook,parent,12,62,5010
NA,10621200210,5,6,NA,fish,hook,hook,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,hook,parent,12,62,5011
NA,10621200383,7,8,NA,library,book,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,parent,12,62,5012
NA,10621200473,3,4,NA,blowing,bubbles,bubble,NA,TRUE,blowing,ldp_parent_utts_udpipe,blow,bubbl,parent,12,62,5013
NA,10621200514,1,2,NA,green,candy,candy,NA,TRUE,green,ldp_parent_utts_udpipe,green,candi,parent,12,62,5014
NA,10621200855,4,11,NA,green,snake,snake,NA,FALSE,green,ldp_parent_utts_udpipe,green,snake,parent,12,62,5015
NA,10621201021,5,6,NA,library,book,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,parent,12,62,5016
NA,10621201304,7,8,NA,vanilla,pudding,pudding,NA,TRUE,vanilla,ldp_parent_utts_udpipe,vanilla,pud,parent,12,62,5017
NA,10621201309,11,13,NA,sugar,fat,fat,NA,FALSE,sugar,ldp_parent_utts_udpipe,sugar,fat,parent,12,62,5018
NA,10621201386,4,5,NA,bunny,blanket,blanket,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,blanket,parent,12,62,5019
NA,10621201499,2,3,NA,female,alligator,alligator,NA,TRUE,female,ldp_parent_utts_udpipe,femal,allig,parent,12,62,5020
NA,10621201507,7,8,NA,forty,eggs,egg,NA,TRUE,forty,ldp_parent_utts_udpipe,forti,egg,parent,12,62,5021
NA,10621201523,6,7,NA,nest,day,day,NA,TRUE,nest,ldp_parent_utts_udpipe,nest,dai,parent,12,62,5022
NA,10621201545,5,6,NA,pool,man,man,NA,TRUE,pool,ldp_parent_utts_udpipe,pool,man,parent,12,62,5023
NA,10621201613,1,2,NA,adult,alligators,alligator,NA,TRUE,adult,ldp_parent_utts_udpipe,adult,allig,parent,12,62,5024
NA,10621201700,1,2,NA,cloudy,day,day,NA,TRUE,cloudy,ldp_parent_utts_udpipe,cloudi,dai,parent,12,62,5025
NA,10621201719,3,4,NA,bunny,blanket,blanket,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,blanket,parent,12,62,5026
NA,10621201791,3,4,NA,whale,shark,shark,NA,TRUE,whale,ldp_parent_utts_udpipe,whale,shark,parent,12,62,5027
NA,10621201800,5,6,NA,thick,mustache,mustache,NA,TRUE,thick,ldp_parent_utts_udpipe,thick,mustach,parent,12,62,5028
NA,10621201806,11,17,NA,whale,coloring,coloring,NA,FALSE,whale,ldp_parent_utts_udpipe,whale,color,parent,12,62,5029
NA,10621201852,4,3,NA,square,lemon,lemon,NA,FALSE,square,ldp_parent_utts_udpipe,squar,lemon,parent,12,62,5030
NA,10621201952,4,5,NA,hot,blanket,blanket,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,blanket,parent,12,62,5031
NA,10640400574,6,7,NA,baby,boy,boy,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,boi,parent,4,64,5032
NA,10640400808,6,7,NA,smoky,circles,circle,NA,TRUE,smoky,ldp_parent_utts_udpipe,smoki,circl,parent,4,64,5033
NA,10640500125,7,8,NA,fat,pages,page,NA,TRUE,fat,ldp_parent_utts_udpipe,fat,page,parent,5,64,5034
NA,10640500145,2,3,NA,hail,king,king,NA,TRUE,hail,ldp_parent_utts_udpipe,hail,king,parent,5,64,5035
NA,10640500718,6,7,NA,bubble,wrap,wrap,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,wrap,parent,5,64,5036
NA,10640700851,3,4,NA,lizard,lizard,lizard,NA,TRUE,lizard,ldp_parent_utts_udpipe,lizard,lizard,parent,7,64,5037
NA,10640701046,4,5,NA,green,ones,one,NA,TRUE,green,ldp_parent_utts_udpipe,green,on,parent,7,64,5038
NA,10640800374,2,3,NA,click,click,click,NA,TRUE,click,ldp_parent_utts_udpipe,click,click,parent,8,64,5039
NA,10641000118,1,2,NA,sky,diving,diive,NA,TRUE,sky,ldp_parent_utts_udpipe,sky,dive,parent,10,64,5040
NA,10641000119,1,2,NA,sky,diving,diive,NA,TRUE,sky,ldp_parent_utts_udpipe,sky,dive,parent,10,64,5041
NA,10641100615,1,3,NA,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,parent,11,64,5042
NA,10641100730,3,4,NA,bunny,jumping,jump,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,jump,parent,11,64,5043
NA,10641100731,3,4,NA,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,parent,11,64,5044
NA,10641200011,3,5,NA,gold,fish,fish,NA,FALSE,gold,ldp_parent_utts_udpipe,gold,fish,parent,12,64,5045
NA,10650100417,5,6,NA,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,parent,1,65,5046
NA,10650100418,3,4,NA,red,lights,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,parent,1,65,5047
NA,10650100710,4,5,NA,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,parent,1,65,5048
NA,10650100715,6,7,NA,green,guy,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,1,65,5049
NA,10650100730,4,5,NA,green,guy,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,1,65,5050
NA,10650100731,4,5,NA,green,guy,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,1,65,5051
NA,10650100993,5,7,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,1,65,5052
NA,10650200209,2,3,NA,red,heart,heart,NA,TRUE,red,ldp_parent_utts_udpipe,red,heart,parent,2,65,5053
NA,10650200210,5,6,NA,red,heart,heart,NA,TRUE,red,ldp_parent_utts_udpipe,red,heart,parent,2,65,5054
NA,10650200303,5,6,NA,lady,bug,bug,NA,TRUE,lady,ldp_parent_utts_udpipe,ladi,bug,parent,2,65,5055
NA,10650200318,8,9,NA,hairy,spider,spider,NA,TRUE,hairy,ldp_parent_utts_udpipe,hairi,spider,parent,2,65,5056
NA,10650200324,8,9,NA,hairy,spider,spider,NA,TRUE,hairy,ldp_parent_utts_udpipe,hairi,spider,parent,2,65,5057
NA,10650200693,6,7,NA,red,ribbon,ribbon,NA,TRUE,red,ldp_parent_utts_udpipe,red,ribbon,parent,2,65,5058
NA,10650200806,14,15,NA,apple,tree,tree,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,tree,parent,2,65,5059
NA,10650200823,6,7,NA,green,apples,apple,NA,TRUE,green,ldp_parent_utts_udpipe,green,appl,parent,2,65,5060
NA,10650200837,14,15,NA,apple,tree,tree,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,tree,parent,2,65,5061
NA,10650200843,6,7,NA,green,apples,apple,NA,TRUE,green,ldp_parent_utts_udpipe,green,appl,parent,2,65,5062
NA,10650200857,6,7,NA,green,apples,apple,NA,TRUE,green,ldp_parent_utts_udpipe,green,appl,parent,2,65,5063
NA,10650300095,4,5,NA,dig,holes,hole,NA,TRUE,dig,ldp_parent_utts_udpipe,dig,hole,parent,3,65,5064
NA,10650300228,6,7,NA,yellow,pail,pail,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,pail,parent,3,65,5065
NA,10650300408,2,3,NA,putt,putt,putt,NA,TRUE,putt,ldp_parent_utts_udpipe,putt,putt,parent,3,65,5066
NA,10650300410,2,3,NA,putt,putt,putt,NA,TRUE,putt,ldp_parent_utts_udpipe,putt,putt,parent,3,65,5067
NA,10650300686,9,10,NA,red,truck,truck,NA,TRUE,red,ldp_parent_utts_udpipe,red,truck,parent,3,65,5068
NA,10650301056,2,3,NA,red,dump,dump,NA,TRUE,red,ldp_parent_utts_udpipe,red,dump,parent,3,65,5069
NA,10650301143,2,3,NA,red,dump,dump,NA,TRUE,red,ldp_parent_utts_udpipe,red,dump,parent,3,65,5070
NA,10650301519,4,5,NA,curly,tail,tail,NA,TRUE,curly,ldp_parent_utts_udpipe,curli,tail,parent,3,65,5071
NA,10650301648,6,7,NA,red,bone,bone,NA,TRUE,red,ldp_parent_utts_udpipe,red,bone,parent,3,65,5072
NA,10650301775,4,5,NA,dead,fly,fly,NA,TRUE,dead,ldp_parent_utts_udpipe,dead,fly,parent,3,65,5073
NA,10650301901,4,5,NA,purple,piece,piece,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,piec,parent,3,65,5074
NA,10650400575,4,5,NA,red,truck,truck,NA,TRUE,red,ldp_parent_utts_udpipe,red,truck,parent,4,65,5075
NA,10650400807,4,5,NA,pink,ones,one,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,on,parent,4,65,5076
NA,10650400808,6,7,NA,pink,tulips,tulip,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,tulip,parent,4,65,5077
NA,10650400930,5,6,NA,green,car,car,NA,TRUE,green,ldp_parent_utts_udpipe,green,car,parent,4,65,5078
NA,10650400954,4,7,NA,yellow,cake,cake,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,cake,parent,4,65,5079
NA,10650400954,5,7,NA,smiley,cake,cake,NA,FALSE,smiley,ldp_parent_utts_udpipe,smilei,cake,parent,4,65,5080
NA,10650401526,4,5,NA,green,car,car,NA,TRUE,green,ldp_parent_utts_udpipe,green,car,parent,4,65,5081
NA,10650401532,5,6,NA,green,car,car,NA,TRUE,green,ldp_parent_utts_udpipe,green,car,parent,4,65,5082
NA,10650401535,5,6,NA,green,car,car,NA,TRUE,green,ldp_parent_utts_udpipe,green,car,parent,4,65,5083
NA,10650401553,6,7,NA,green,car,car,NA,TRUE,green,ldp_parent_utts_udpipe,green,car,parent,4,65,5084
NA,10650500280,2,3,NA,green,car,car,NA,TRUE,green,ldp_parent_utts_udpipe,green,car,parent,5,65,5085
NA,10650500369,6,7,NA,pink,bear,bear,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,bear,parent,5,65,5086
NA,10650500370,5,6,NA,green,frog,frog,NA,TRUE,green,ldp_parent_utts_udpipe,green,frog,parent,5,65,5087
NA,10650500805,9,10,NA,bridge,piece,piece,NA,TRUE,bridge,ldp_parent_utts_udpipe,bridg,piec,parent,5,65,5088
NA,10650500884,6,7,NA,red,wagon,wagon,NA,TRUE,red,ldp_parent_utts_udpipe,red,wagon,parent,5,65,5089
NA,10650500909,4,5,NA,slipper,socks,sock,NA,TRUE,slipper,ldp_parent_utts_udpipe,slipper,sock,parent,5,65,5090
NA,10650500923,3,4,NA,red,caboose,caboose,NA,TRUE,red,ldp_parent_utts_udpipe,red,caboos,parent,5,65,5091
NA,10650600013,9,10,NA,worm,food,food,NA,TRUE,worm,ldp_parent_utts_udpipe,worm,food,parent,6,65,5092
NA,10650600024,5,7,NA,colored,worm,worm,NA,FALSE,colored,ldp_parent_utts_udpipe,color,worm,parent,6,65,5093
NA,10650600350,1,2,NA,oatmeal,raisin,raisin,NA,TRUE,oatmeal,ldp_parent_utts_udpipe,oatmeal,raisin,parent,6,65,5094
NA,10650600352,3,5,NA,oatmeal,cookies,cookie,NA,FALSE,oatmeal,ldp_parent_utts_udpipe,oatmeal,cooki,parent,6,65,5095
NA,10650600432,8,9,NA,back,steps,step,NA,TRUE,back,ldp_parent_utts_udpipe,back,step,parent,6,65,5096
NA,10650600578,7,9,NA,puddle,boots,boot,NA,FALSE,puddle,ldp_parent_utts_udpipe,puddl,boot,parent,6,65,5097
NA,10650600809,8,11,NA,wet,shirt,shirt,NA,FALSE,wet,ldp_parent_utts_udpipe,wet,shirt,parent,6,65,5098
NA,10650601005,4,5,NA,kitty,cat,cat,NA,TRUE,kitty,ldp_parent_utts_udpipe,kitti,cat,parent,6,65,5099
NA,10650601100,8,9,NA,red,block,block,NA,TRUE,red,ldp_parent_utts_udpipe,red,block,parent,6,65,5100
NA,10650601108,3,4,NA,red,block,block,NA,TRUE,red,ldp_parent_utts_udpipe,red,block,parent,6,65,5101
NA,10650700018,4,5,NA,outside,toy,toy,NA,TRUE,outside,ldp_parent_utts_udpipe,outsid,toi,parent,7,65,5102
NA,10650700025,6,7,NA,outside,toy,toy,NA,TRUE,outside,ldp_parent_utts_udpipe,outsid,toi,parent,7,65,5103
NA,10650700041,3,5,NA,smiley,cake,cake,NA,FALSE,smiley,ldp_parent_utts_udpipe,smilei,cake,parent,7,65,5104
NA,10650700401,3,4,NA,orange,legs,leg,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,leg,parent,7,65,5105
NA,10650700814,2,3,NA,broken,balloon,balloon,NA,TRUE,broken,ldp_parent_utts_udpipe,broken,balloon,parent,7,65,5106
NA,10650700856,7,8,NA,yellow,handle,handle,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,handl,parent,7,65,5107
NA,10650701013,8,10,NA,giant,baby,baby,NA,FALSE,giant,ldp_parent_utts_udpipe,giant,babi,parent,7,65,5108
NA,10650701124,4,5,NA,library,book,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,parent,7,65,5109
NA,10650701249,4,5,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5110
NA,10650701257,1,2,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5111
NA,10650701258,1,2,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5112
NA,10650701260,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5113
NA,10650701260,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5114
NA,10650701261,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5115
NA,10650701261,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5116
NA,10650701263,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5117
NA,10650701263,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5118
NA,10650701269,4,6,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5119
NA,10650701269,5,6,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5120
NA,10650701274,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5121
NA,10650701274,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5122
NA,10650701306,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5123
NA,10650701306,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5124
NA,10650701307,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5125
NA,10650701307,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5126
NA,10650701331,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5127
NA,10650701331,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5128
NA,10650701491,8,9,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5129
NA,10650701507,5,6,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5130
NA,10650701512,3,5,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5131
NA,10650701512,4,5,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5132
NA,10650701515,1,3,NA,quack,quack,quack,NA,FALSE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5133
NA,10650701515,2,3,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,7,65,5134
NA,10650701539,5,6,NA,daddy,sits,sit,NA,TRUE,daddy,ldp_parent_utts_udpipe,daddi,sit,parent,7,65,5135
NA,10650800337,3,4,NA,yellow,button,button,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,button,parent,8,65,5136
NA,10650800451,7,8,NA,dump,truck,truck,NA,TRUE,dump,ldp_parent_utts_udpipe,dump,truck,parent,8,65,5137
NA,10650800505,8,9,NA,yellow,car,car,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,car,parent,8,65,5138
NA,10650900184,6,7,NA,tartar,taste,taste,NA,TRUE,tartar,ldp_parent_utts_udpipe,tartar,tast,parent,9,65,5139
NA,10650900198,6,7,NA,hot,water,water,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,water,parent,9,65,5140
NA,10650900260,11,6,NA,hot,day,day,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dai,parent,9,65,5141
NA,10650900467,2,3,NA,red,face,face,NA,TRUE,red,ldp_parent_utts_udpipe,red,face,parent,9,65,5142
NA,10650900499,4,5,NA,rolling,pin,pin,NA,TRUE,rolling,ldp_parent_utts_udpipe,roll,pin,parent,9,65,5143
NA,10650900703,2,3,NA,tile,pattern,pattern,NA,TRUE,tile,ldp_parent_utts_udpipe,tile,pattern,parent,9,65,5144
NA,10650900829,3,4,NA,red,ball,ball,NA,TRUE,red,ldp_parent_utts_udpipe,red,ball,parent,9,65,5145
NA,10650900829,7,8,NA,yellow,ball,ball,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,ball,parent,9,65,5146
NA,10650900829,11,12,NA,green,ball,ball,NA,TRUE,green,ldp_parent_utts_udpipe,green,ball,parent,9,65,5147
NA,10650901017,7,8,NA,dump,truck,truck,NA,TRUE,dump,ldp_parent_utts_udpipe,dump,truck,parent,9,65,5148
NA,10650901055,8,9,NA,dump,truck,truck,NA,TRUE,dump,ldp_parent_utts_udpipe,dump,truck,parent,9,65,5149
NA,10651000004,6,7,NA,goldfish,day,day,NA,TRUE,goldfish,ldp_parent_utts_udpipe,goldfish,dai,parent,10,65,5150
NA,10651000126,11,12,NA,bake,cookies,cookie,NA,TRUE,bake,ldp_parent_utts_udpipe,bake,cooki,parent,10,65,5151
NA,10651000127,6,7,NA,bake,cookies,cookie,NA,TRUE,bake,ldp_parent_utts_udpipe,bake,cooki,parent,10,65,5152
NA,10651000189,6,7,NA,tan,wig,wig,NA,TRUE,tan,ldp_parent_utts_udpipe,tan,wig,parent,10,65,5153
NA,10651000193,4,5,NA,pregnant,blond,blond,NA,TRUE,pregnant,ldp_parent_utts_udpipe,pregnant,blond,parent,10,65,5154
NA,10651000439,17,18,NA,orange,frosting,frosting,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,frost,parent,10,65,5155
NA,10651000611,10,11,NA,oatmeal,cookies,cookie,NA,TRUE,oatmeal,ldp_parent_utts_udpipe,oatmeal,cooki,parent,10,65,5156
NA,10651000644,2,3,NA,sugar,cookies,cookie,NA,TRUE,sugar,ldp_parent_utts_udpipe,sugar,cooki,parent,10,65,5157
NA,10651000692,12,13,NA,orange,frosting,frosting,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,frost,parent,10,65,5158
NA,10651000692,21,22,NA,green,stem,stem,NA,TRUE,green,ldp_parent_utts_udpipe,green,stem,parent,10,65,5159
NA,10651000746,6,7,NA,rolling,pin,pin,NA,TRUE,rolling,ldp_parent_utts_udpipe,roll,pin,parent,10,65,5160
NA,10651000816,3,4,NA,orange,sugar,sugar,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,sugar,parent,10,65,5161
NA,10651001040,7,8,NA,red,apple,apple,NA,TRUE,red,ldp_parent_utts_udpipe,red,appl,parent,10,65,5162
NA,10651001040,11,12,NA,green,apple,apple,NA,TRUE,green,ldp_parent_utts_udpipe,green,appl,parent,10,65,5163
NA,10651001047,10,11,NA,green,apple,apple,NA,TRUE,green,ldp_parent_utts_udpipe,green,appl,parent,10,65,5164
NA,10651001099,5,6,NA,green,cup,cup,NA,TRUE,green,ldp_parent_utts_udpipe,green,cup,parent,10,65,5165
NA,10651001167,6,7,NA,apple,snack,snack,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,snack,parent,10,65,5166
NA,10651100060,10,11,NA,snow,melts,melts,NA,TRUE,snow,ldp_parent_utts_udpipe,snow,melt,parent,11,65,5167
NA,10651100140,12,13,NA,pink,blanket,blanket,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,blanket,parent,11,65,5168
NA,10651100166,3,4,NA,purple,blocks,block,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,block,parent,11,65,5169
NA,10651100399,6,7,NA,yellow,crayon,crayon,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,crayon,parent,11,65,5170
NA,10651100418,15,16,NA,sweat,glands,gland,NA,TRUE,sweat,ldp_parent_utts_udpipe,sweat,gland,parent,11,65,5171
NA,10651100485,6,7,NA,farm,tractor,tractor,NA,TRUE,farm,ldp_parent_utts_udpipe,farm,tractor,parent,11,65,5172
NA,10651100525,6,7,NA,farm,vehicle,vehicle,NA,TRUE,farm,ldp_parent_utts_udpipe,farm,vehicl,parent,11,65,5173
NA,10651100530,9,10,NA,farm,truck,truck,NA,TRUE,farm,ldp_parent_utts_udpipe,farm,truck,parent,11,65,5174
NA,10651100609,15,16,NA,wooden,ones,one,NA,TRUE,wooden,ldp_parent_utts_udpipe,wooden,on,parent,11,65,5175
NA,10651100613,11,12,NA,wooden,animals,animal,NA,TRUE,wooden,ldp_parent_utts_udpipe,wooden,anim,parent,11,65,5176
NA,10651100729,10,11,NA,orange,ones,one,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,on,parent,11,65,5177
NA,10651100730,8,9,NA,orange,ones,one,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,on,parent,11,65,5178
NA,10651100731,4,5,NA,yellow,ones,one,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,on,parent,11,65,5179
NA,10651100732,4,5,NA,yellow,ones,one,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,on,parent,11,65,5180
NA,10651101134,9,10,NA,red,stripe,stripe,NA,TRUE,red,ldp_parent_utts_udpipe,red,stripe,parent,11,65,5181
NA,10651101136,8,9,NA,red,spots,spot,NA,TRUE,red,ldp_parent_utts_udpipe,red,spot,parent,11,65,5182
NA,10651101193,2,3,NA,red,planet,planet,NA,TRUE,red,ldp_parent_utts_udpipe,red,planet,parent,11,65,5183
NA,10651101236,13,7,NA,hot,sun,sun,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,sun,parent,11,65,5184
NA,10651101259,3,4,NA,baby,basket,basket,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,basket,parent,11,65,5185
NA,10651200386,2,3,NA,plastic,ones,one,NA,TRUE,plastic,ldp_parent_utts_udpipe,plastic,on,parent,12,65,5186
NA,10651200440,2,3,NA,grassy,field,field,NA,TRUE,grassy,ldp_parent_utts_udpipe,grassi,field,parent,12,65,5187
NA,10651200455,6,7,NA,hot,coffee,coffee,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,coffe,parent,12,65,5188
NA,10651200462,5,6,NA,red,basket,basket,NA,TRUE,red,ldp_parent_utts_udpipe,red,basket,parent,12,65,5189
NA,10651200569,8,9,NA,orange,ones,one,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,on,parent,12,65,5190
NA,10651200586,1,2,NA,flat,bed,bed,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,bed,parent,12,65,5191
