adjective,noun,most_common_feature,most_common_feature_rating
tennis,shoe,tennis,3
,,,
pork,chop,pork,5
,,,
pillar,box,NA,NA
,,,
orange,juice,orange,3
,,,
plastic,wateringcan,metal,5
,,,
pink,shirt,grey,3
,,,
muffin,man,flesh,6
,,,
dragon,piece,NA,NA
,,,
bar,lounge,general,6
,,,
baby,carrot,adult,6
,,,
corn,cookie,flour,6
,,,
cream,cone,NA,NA
,,,
mama,lion,papa,4
,,,
plant,house,wood,5
,,,
light,weight,medium,5
,,,
bear,costume,NA,NA
,,,
cheese,bag,fruit,2
,,,
dirty,floor,dirty,5
,,,
yellow,crayon,NA,NA
,,,
fish,seafood,fish,5
,,,
picture,window,real,6
,,,
goldfish,jumping,bug,5
,,,
bowler,hat,baseball,4
,,,
draw,ticket,bought,5
,,,
hive,bee,hive,6
,,,
smoke,tablet,chemical,6
,,,
baby,puppy,baby,7
,,,
picture,card,plain,6
,,,
child,person,adult,6
,,,
green,tree,green,6
,,,
cheese,stick,wood,6
,,,
fork,lift,fork,3
,,,
peach,cobbler,peach,5
,,,
toast,cheese,untoasted,6
,,,
purple,grey,grey,7
,,,
shoe,shop,NA,NA
,,,
orange,tractor,green,5
,,,
flat,box,box,7
,,,
yellow,lemon,yellow,5
,,,
toy,house,real,6
,,,
red,gravy,brown,5
,,,
grill,pan,frying,5
,,,
toy,block,real,4
,,,
bear,face,human,4
,,,
terrace,house,plain,5
,,,
red,plate,white,6
,,,
apple,pie,apple,3
,,,
hot,food,cold,6
,,,
wooden,box,cardboard,5
,,,
daddy,tiger,NA,NA
,,,
green,sword,white,5
,,,
fatty,lady,medium,5
,,,
rain,forest,dry,4
,,,
jelly,bean,plant,6
,,,
casserole,dish,NA,NA
,,,
baby,seat,adult,6
,,,
butt,cheek,NA,NA
,,,
licorice,snack,fruit,3
,,,
green,box,brown,5
,,,
hot,cream,cool,4
,,,
wood,chip,wood,5
,,,
cooking,meal,cooking,5
,,,
round,puzzle,square,6
,,,
magnet,toy,NA,NA
,,,
sketchbook,pad,NA,NA
,,,
slippery,bug,slippery,5
,,,
phone,card,note,5
,,,
puzzle,game,board,3
,,,
sleeveless,suit,sleeved,6
,,,
dark,orange,NA,NA
,,,
camping,school,NA,NA
,,,
daddy,bear,NA,NA
,,,
fish,dinner,rice,3
,,,
room,closet,room,7
,,,
purple,arm,white,3
,,,
calendar,date,calendar,7
,,,
pink,cookie,brown,3
,,,
trash,bin,trash,3
,,,
honey,bee,honey,2
,,,
yellow,honey,yellow,6
,,,
pinky,toe,middle,5
,,,
bright,colors,NA,NA
,,,
red,truck,grey,4
,,,
rail,road,paved,5
,,,
hot,date,medium,5
,,,
light,grate,water,6
,,,
dead,cereal,dead,7
,,,
letter,factory,toy,2
,,,
baby,animal,adult,6
,,,
yellow,lemonade,yellow,5
,,,
green,paint,grey,4
,,,
lawn,mower,lawn,5
,,,
tape,head,flesh,6
,,,
dill,pickle,dill,4
,,,
chocolate,frog,flesh,6
,,,
mud,pit,dirt,6
,,,
green,grey,grey,7
,,,
rusty,nail,rusty,5
,,,
text,book,novel,5
,,,
sunny,road,sunny,3
,,,
hand,motor,electric,5
,,,
machine,smock,human,7
,,,
lego,boy,flesh,6
,,,
film,star,film,5
,,,
sugar,mama,birth,6
,,,
baby,ice,NA,NA
,,,
red,shirt,grey,4
,,,
paint,tray,food,5
,,,
fat,finger,medium,5
,,,
umbrella,stick,tree,6
,,,
orange,apple,red,6
,,,
toddler,toy,adult,6
,,,
mama,bear,single,3
,,,
sugar,cookie,sugar,3
,,,
pink,limousine,black,4
,,,
yellow,butterfly,NA,NA
,,,
round,side,round,5
,,,
turtle,brown,NA,NA
,,,
ball,bat,ball,6
,,,
pussy,hair,head,6
,,,
puppy,blanket,human,6
,,,
dead,bug,alive,5
,,,
color,circle,NA,NA
,,,
hot,oil,cold,6
,,,
rope,walker,ground,6
,,,
walking,boot,working,5
,,,
bird,bath,human,6
,,,
family,exercise,individual,5
,,,
key,chain,key,4
,,,
dressing,room,bath,3
,,,
round,egg,round,7
,,,
meat,sandwich,meat,4
,,,
kissing,hand,limp,6
,,,
fish,bowl,human,6
,,,
bubble,flavor,NA,NA
,,,
spider,leg,ant,5
,,,
lego,person,flesh,6
,,,
railway,line,railway,3
,,,
marble,flooring,wood,5
,,,
veggie,cheese,dairy,6
,,,
mail,box,shipping,4
,,,
gum,drop,water,6
,,,
fish,eye,ant,5
,,,
bear,hunter,deer,5
,,,
mutant,toy,normal,6
,,,
birth,month,normal,6
,,,
purple,balloon,red,4
,,,
purple,phone,black,4
,,,
floor,board,floor,4
,,,
brother,chick,NA,NA
,,,
hot,bag,cool,5
,,,
record,player,NA,NA
,,,
pink,whale,grey,5
,,,
dirty,milk,clean,5
,,,
frog,girl,human,3
,,,
cream,truck,shipping,5
,,,
feather,painting,NA,NA
,,,
outside,shoe,outside,4
,,,
red,piece,NA,NA
,,,
strawberry,chocolate,dark,5
,,,
braid,hair,unbraided,6
,,,
orange,sugar,white,6
,,,
face,cake,faceless,6
,,,
net,curtain,solid,6
,,,
lady,toy,NA,NA
,,,
pink,cap,black,3
,,,
breaking,limb,unbreaking,6
,,,
red,tree,green,5
,,,
daddy,cow,mommy,5
,,,
painting,bib,NA,NA
,,,
broken,tool,unbroken,6
,,,
circus,police,city,5
,,,
silky,thread,NA,NA
,,,
pink,dress,white,3
,,,
crusty,top,NA,NA
,,,
brown,shorts,black,3
,,,
baby,goat,adult,6
,,,
fat,milk,fat,5
,,,
foil,tray,NA,NA
,,,
prize,game,prize,4
,,,
vitamin,pill,medicine,5
,,,
dark,lollipop,medium,5
,,,
sea,picture,land,5
,,,
purple,pepper,red,4
,,,
breakfast,cereal,breakfast,6
,,,
milk,mustache,hair,6
,,,
red,wine,white,5
,,,
red,milk,white,6
,,,
fruit,stall,fruit,4
,,,
fuzzy,flower,NA,NA
,,,
hot,cloth,cool,5
,,,
junction,box,NA,NA
,,,
yellow,bus,black,5
,,,
music,hall,NA,NA
,,,
cooking,breakfast,fridge,3
,,,
fish,game,human,6
,,,
girl,deer,NA,NA
,,,
purple,puppy,brown,4
,,,
brake,drum,brake,6
,,,
yogurt,juice,fruit,4
,,,
baby,owl,adult,6
,,,
bakery,bread,packaged,5
,,,
cheese,slice,bread,3
,,,
table,leg,table,5
,,,
turtle,orange,NA,NA
,,,
conveyor,belt,clothes,5
,,,
fat,marker,medium,5
,,,
snow,fight,words,6
,,,
fishing,hole,golf,5
,,,
burnt,rubber,unburnt,6
,,,
hot,honey,cool,5
,,,
snow,night,snowless,6
,,,
hot,sausage,cool,6
,,,
round,clock,round,5
,,,
pear,tree,apple,4
,,,
green,stool,brown,6
,,,
pink,stair,brown,5
,,,
carat,ring,plain,6
,,,
fur,coat,synthetic,5
,,,
skate,boarding,skate,5
,,,
fold,laundry,fold,6
,,,
closet,chair,room,6
,,,
giant,belt,medium,5
,,,
library,tray,dining,4
,,,
pink,tool,grey,4
,,,
magazine,rack,book,5
,,,
car,station,car,5
,,,
sea,turtle,lake,6
,,,
material,flower,material,7
,,,
baby,seal,adult,6
,,,
pirate,costume,NA,NA
,,,
cow,boy,city,5
,,,
yellow,paint,grey,4
,,,
toy,baby,real,5
,,,
solid,tape,clear,5
,,,
yellow,balloon,red,3
,,,
wet,face,dry,4
,,,
orange,hamster,brown,4
,,,
green,hair,brown,5
,,,
water,kitty,land,6
,,,
hot,pattern,NA,NA
,,,
purple,dude,white,3
,,,
hot,fan,cool,6
,,,
bottom,jaw,top,4
,,,
gold,bag,brown,5
,,,
stud,dog,female,4
,,,
purple,wiggle,NA,NA
,,,
bright,tomato,bright,5
,,,
night,raccoon,night,6
,,,
marmalade,fish,flesh,6
,,,
wedding,ring,jewelry,5
,,,
twin,room,single,3
,,,
wiggle,worm,wiggle,6
,,,
breakfast,egg,breakfast,5
,,,
fishing,rod,fishing,5
,,,
yellow,cup,clear,3
,,,
foam,piece,plastic,4
,,,
aluminum,rod,plastic,3
,,,
plastic,tray,plastic,5
,,,
gas,mask,medical,6
,,,
yellow,wing,white,5
,,,
hot,ice,cold,7
,,,
paint,shirt,NA,NA
,,,
red,shoe,black,3
,,,
coffee,break,lunch,5
,,,
cuckoo,clock,digital,5
,,,
girl,cup,NA,NA
,,,
toucan,bird,chicken,5
,,,
green,pencil,yellow,5
,,,
family,feast,family,5
,,,
circus,bus,NA,NA
,,,
money,machine,NA,NA
,,,
elephant,brooch,NA,NA
,,,
elephant,crying,human,6
,,,
spiral,grip,spiral,6
,,,
furry,cat,furry,5
,,,
baby,cup,adult,6
,,,
paper,cut,paper,3
,,,
toy,bag,real,6
,,,
car,carrier,mobile,6
,,,
tree,top,NA,NA
,,,
fat,cat,medium,5
,,,
suction,cup,drinking,5
,,,
red,licorice,black,5
,,,
wet,suit,business,5
,,,
hot,car,cool,5
,,,
outside,piece,outside,6
,,,
pink,suit,black,5
,,,
tennis,racket,tennis,5
,,,
green,cookie,brown,4
,,,
flying,dragon,flying,1
,,,
dog,dance,human,7
,,,
bunny,jumping,bug,5
,,,
ultrasound,picture,digital,5
,,,
sliced,potato,whole,6
,,,
giant,tower,medium,5
,,,
male,lead,male,5
,,,
velvet,slipper,wool,3
,,,
frog,jump,bug,5
,,,
push,bike,pedal,5
,,,
face,guy,face,6
,,,
ant,block,human,6
,,,
tile,floor,wood,6
,,,
bouncing,spot,NA,NA
,,,
turtle,hat,human,6
,,,
plastic,truck,metal,7
,,,
baby,eagle,adult,6
,,,
red,ocean,blue,7
,,,
ball,man,NA,NA
,,,
wet,road,dry,6
,,,
furry,coach,normal,7
,,,
red,bracelet,silver,5
,,,
red,candy,red,3
,,,
shower,curtain,window,5
,,,
jacket,top,shirt,6
,,,
cough,drop,water,6
,,,
fish,egg,chicken,5
,,,
picnic,table,kitchen,4
,,,
elf,talk,human,7
,,,
one,piece,NA,NA
,,,
yellow,ribbon,red,3
,,,
yellow,feather,brown,4
,,,
red,juice,red,5
,,,
worm,poop,human,4
,,,
home,page,NA,NA
,,,
strawberry,yogurt,plain,5
,,,
triangle,toast,square,6
,,,
sperm,cell,blood,5
,,,
puppy,print,human,6
,,,
bottom,light,top,6
,,,
red,gym,NA,NA
,,,
green,carrot,orange,6
,,,
yellow,knee,white,3
,,,
purple,footprint,brown,5
,,,
hot,shake,NA,NA
,,,
teddy,home,human,5
,,,
twin,tub,single,6
,,,
diaper,baby,diaper,6
,,,
back,plate,middle,5
,,,
hot,piece,cold,6
,,,
red,bottom,NA,NA
,,,
red,tongue,pink,6
,,,
ball,bunny,NA,NA
,,,
red,green,green,7
,,,
bear,growl,dog,5
,,,
door,speaker,wall,5
,,,
purple,room,NA,NA
,,,
prawn,cocktail,prawn,4
,,,
boy,bed,NA,NA
,,,
brown,sweater,grey,4
,,,
chocolate,cookie,plain,5
,,,
surface,dwelling,surface,6
,,,
purple,jacket,grey,4
,,,
red,snake,green,5
,,,
mommy,cup,NA,NA
,,,
octopus,spying,human,6
,,,
animal,picture,human,6
,,,
pond,deer,forest,6
,,,
children,slip,adult,6
,,,
dark,pink,NA,NA
,,,
army,man,civilian,6
,,,
bean,bag,empty,6
,,,
dirty,mouse,dirty,6
,,,
sweatshirt,top,shirt,4
,,,
tuna,fish,bristlemouth,5
,,,
night,sign,day,5
,,,
burger,bar,drinks,5
,,,
penguin,body,bug,5
,,,
cream,chocolate,NA,NA
,,,
dolphin,show,human,6
,,,
hot,wax,cold,6
,,,
wet,spot,dry,6
,,,
furry,gorilla,furry,6
,,,
stuffed,puppy,real,5
,,,
scout,badge,government,3
,,,
blowing,kiss,real,5
,,,
dead,leaf,alive,6
,,,
thick,noodle,medium,5
,,,
bubble,blower,bubble,3
,,,
purple,bird,black,3
,,,
brown,tree,brown,6
,,,
fire,station,gas,5
,,,
mama,rabbit,NA,NA
,,,
square,box,cube,6
,,,
garbage,truck,freight,5
,,,
red,oval,NA,NA
,,,
bank,manager,middle,4
,,,
top,lip,NA,NA
,,,
red,butterfly,white,5
,,,
farm,book,city,4
,,,
welding,rod,NA,NA
,,,
nylon,bag,plastic,5
,,,
purple,ear,white,3
,,,
ballet,slipper,bedroom,4
,,,
ball,mitt,clothing,5
,,,
boy,mouth,NA,NA
,,,
sycamore,tree,maple,5
,,,
wet,shirt,dry,6
,,,
roll,marble,slab,6
,,,
giant,ball,medium,5
,,,
purple,cow,white,5
,,,
poison,rattlesnake,poison,7
,,,
color,green,color,7
,,,
cupboard,door,room,6
,,,
brown,piece,NA,NA
,,,
singing,contest,sport,5
,,,
yellow,head,white,3
,,,
furry,teddy,furry,6
,,,
dirty,corner,NA,NA
,,,
dish,wash,dish,4
,,,
bright,crayon,NA,NA
,,,
concrete,path,dirt,5
,,,
green,block,brown,4
,,,
wet,panty,dry,6
,,,
railroad,track,railroad,5
,,,
ninja,turtle,animal,7
,,,
green,bed,grey,3
,,,
heart,muscle,NA,NA
,,,
purple,salad,green,5
,,,
foot,piece,NA,NA
,,,
baby,jogger,adult,6
,,,
street,car,street,6
,,,
hall,closet,room,5
,,,
yellow,chair,brown,5
,,,
furry,costume,NA,NA
,,,
soap,bottle,water,5
,,,
grey,shorts,grey,3
,,,
mommy,bear,mommy,4
,,,
blind,spot,sighted,6
,,,
purple,kangaroo,brown,6
,,,
house,beam,NA,NA
,,,
castle,book,city,4
,,,
rectangle,book,rectangle,6
,,,
sand,block,plastic,4
,,,
cement,truck,freight,5
,,,
grey,cat,black,4
,,,
oven,mitt,oven,5
,,,
fruit,shop,grocery,3
,,,
muscle,man,average,5
,,,
giant,gorilla,medium,5
,,,
shadow,line,NA,NA
,,,
strawberry,patch,grass,5
,,,
movie,theater,movie,5
,,,
cat,litter,NA,NA
,,,
snow,melt,snow,5
,,,
dark,light,light,7
,,,
elephant,book,human,6
,,,
yellow,cartridge,NA,NA
,,,
food,card,note,4
,,,
round,hoop,round,5
,,,
pink,sand,yellow,5
,,,
yellow,box,brown,6
,,,
light,beam,light,6
,,,
fish,sticker,human,6
,,,
baby,alarm,adult,6
,,,
foot,radiator,NA,NA
,,,
foot,pruner,NA,NA
,,,
raspberry,patch,grass,4
,,,
pine,tree,maple,3
,,,
purple,cap,black,4
,,,
block,house,board,3
,,,
ant,trap,insect,4
,,,
orange,drop,clear,6
,,,
wooden,track,rubber,5
,,,
petrol,tank,petrol,4
,,,
caramel,cluster,grapes,3
,,,
shrub,border,shrub,5
,,,
pointy,tip,pointy,5
,,,
car,park,NA,NA
,,,
aphid,sandwich,meat,4
,,,
yellow,neon,yellow,4
,,,
bubble,world,NA,NA
,,,
yellow,horse,brown,5
,,,
ostrich,leg,human,3
,,,
coffee,grinder,coffee,4
,,,
skunk,stew,chicken,5
,,,
red,bat,brown,4
,,,
video,recorder,video,4
,,,
wet,mommy,dry,5
,,,
pita,bread,wheat,5
,,,
striped,worm,solid,6
,,,
bum,worker,bum,4
,,,
hot,day,medium,5
,,,
silk,worm,earth,5
,,,
fish,market,NA,NA
,,,
water,bridge,water,5
,,,
purple,fish,silver,5
,,,
lace,cover,plastic,5
,,,
sugar,water,salt,6
,,,
flat,mat,flat,7
,,,
wife,battering,NA,NA
,,,
slippery,soap,frictioney,6
,,,
paper,airplane,metal,5
,,,
olive,oil,palm,5
,,,
sweet,sauce,tangy,5
,,,
blind,eye,sighted,6
,,,
people,zombie,people,1
,,,
bedroom,room,bathroom,3
,,,
soy,sauce,tomato,3
,,,
sea,mammal,land,6
,,,
silky,ear,silky,6
,,,
church,minister,church,7
,,,
red,paper,white,6
,,,
dirty,laundry,clean,5
,,,
bubble,blow,air,6
,,,
wooden,sword,metal,5
,,,
flat,land,hilly,5
,,,
pink,ring,silver,5
,,,
boy,pants,boy,5
,,,
popcorn,maker,NA,NA
,,,
dress,clothes,everday,5
,,,
school,bus,passenger,6
,,,
fat,baby,fat,5
,,,
furniture,shop,grocery,3
,,,
pull,toy,NA,NA
,,,
brown,squirrel,brown,5
,,,
farm,truck,farm,5
,,,
curry,rice,white,5
,,,
vanilla,cookie,vanilla,6
,,,
red,block,NA,NA
,,,
round,ball,round,5
,,,
green,chest,brown,5
,,,
people,group,people,6
,,,
train,yard,stock,3
,,,
aquarium,car,NA,NA
,,,
mural,show,theater,4
,,,
daddy,kiss,mommy,5
,,,
squid,soda,fruit,5
,,,
red,wing,grey,5
,,,
food,group,NA,NA
,,,
thick,head,medium,5
,,,
sweet,pepper,spicy,5
,,,
yellow,collar,white,5
,,,
yellow,chick,yellow,6
,,,
striped,fish,solid,5
,,,
wooden,spoon,plastic,5
,,,
red,boot,brown,4
,,,
green,money,green,5
,,,
fuzzy,tail,fuzzy,6
,,,
purple,color,NA,NA
,,,
fold,blanket,fold,6
,,,
yellow,bib,white,5
,,,
upstairs,cafe,downstairs,5
,,,
game,mommy,NA,NA
,,,
witch,castle,human,7
,,,
dead,horse,alive,5
,,,
train,piece,NA,NA
,,,
stroke,room,NA,NA
,,,
red,circle,NA,NA
,,,
thick,marmalade,medium,5
,,,
rainbow,crayon,single,7
,,,
princess,puzzle,civilian,6
,,,
purple,pentagon,NA,NA
,,,
flying,horse,flightless,7
,,,
orange,planet,grey,5
,,,
glass,house,wood,4
,,,
brown,dot,black,6
,,,
screw,driver,car,5
,,,
wet,snow,wet,5
,,,
solid,door,solid,6
,,,
yellow,dinosaur,green,1
,,,
giant,piece,medium,5
,,,
purple,scribble,grey,4
,,,
lego,girl,flesh,6
,,,
grey,cloud,grey,5
,,,
dark,pet,NA,NA
,,,
daddy,elephant,NA,NA
,,,
dirty,pamper,clean,6
,,,
town,clerk,NA,NA
,,,
freeze,pop,NA,NA
,,,
naked,baby,clothed,6
,,,
wet,glue,wet,5
,,,
farm,dog,city,4
,,,
alphabet,toy,NA,NA
,,,
toast,stick,tree,6
,,,
lace,curtain,cloth,6
,,,
meat,pie,flour,6
,,,
lily,pad,lily,4
,,,
blond,girl,brunette,6
,,,
dairy,barn,storage,3
,,,
green,casing,NA,NA
,,,
dead,man,alive,5
,,,
red,pickle,gree,6
,,,
baby,cot,adult,6
,,,
yoyo,ball,NA,NA
,,,
fish,animal,bug,5
,,,
elephant,leg,human,3
,,,
table,tennis,table,4
,,,
skunk,baby,bug,5
,,,
water,tank,water,5
,,,
ant,powder,plant,5
,,,
brass,plate,NA,NA
,,,
yellow,tape,clear,5
,,,
head,stand,NA,NA
,,,
purple,heart,red,6
,,,
tv,retailer,online,4
,,,
purple,dress,white,3
,,,
broom,sweep,broom,6
,,,
staff,entertainment,consumer,6
,,,
car,stair,house,4
,,,
floor,face,NA,NA
,,,
bright,man,medium,5
,,,
dress,ring,real,6
,,,
bowl,bud,plant,5
,,,
green,mouth,pink,6
,,,
strawberry,cream,plain,5
,,,
dog,house,human,6
,,,
laughing,baby,neutral,5
,,,
mirror,tile,solid,6
,,,
freezing,plant,temperate,6
,,,
worm,food,human,5
,,,
bubble,maker,NA,NA
,,,
bubble,soup,still,6
,,,
dog,park,human,6
,,,
fairy,baby,human,3
,,,
pink,ball,white,4
,,,
classroom,window,room,6
,,,
purple,snake,green,5
,,,
mud,line,metal,6
,,,
office,group,farm,4
,,,
glass,cover,plastic,6
,,,
pet,food,human,5
,,,
frog,house,human,7
,,,
mouse,driver,human,7
,,,
wet,filter,wet,5
,,,
flip,top,flip,4
,,,
red,sand,yellow,6
,,,
hot,room,temperate,5
,,,
purple,soda,orange,3
,,,
toy,ship,real,5
,,,
daddy,book,NA,NA
,,,
game,contestant,game,5
,,,
red,bunny,white,5
,,,
ear,phone,hand,5
,,,
dinosaur,sticker,human,6
,,,
green,train,grey,4
,,,
dirty,honey,clean,6
,,,
shoe,horn,hand,5
,,,
bunny,cloud,NA,NA
,,,
red,cherry,red,5
,,,
candy,bag,shopping,5
,,,
green,pop,orange,3
,,,
dog,cheese,cow,4
,,,
yellow,dot,black,6
,,,
cough,medicine,cough,3
,,,
hot,potato,cold,6
,,,
ball,game,ball,3
,,,
mail,person,NA,NA
,,,
green,paddle,brown,4
,,,
candy,gumball,candy,7
,,,
boy,bear,NA,NA
,,,
hind,foot,hind,5
,,,
yellow,fish,silver,4
,,,
wet,rag,dry,6
,,,
pink,pillow,white,5
,,,
red,car,black,5
,,,
orange,hippo,grey,6
,,,
brother,tiger,NA,NA
,,,
water,toy,NA,NA
,,,
green,eye,brown,5
,,,
pink,orange,orange,7
,,,
fly,soup,meat,5
,,,
puppet,house,human,6
,,,
night,bear,day,6
,,,
inch,wire,NA,NA
,,,
bread,pasta,bread,6
,,,
karate,girl,NA,NA
,,,
nursery,school,elementary,4
,,,
red,jeep,black,3
,,,
pink,tulip,red,4
,,,
beach,ball,bearing,6
,,,
dark,suit,dark,5
,,,
orange,arm,brown,5
,,,
stick,bug,NA,NA
,,,
kitchen,water,sea,6
,,,
ground,rice,NA,NA
,,,
carpet,tile,floor,5
,,,
mommy,room,child,5
,,,
brown,paper,white,6
,,,
bunny,blanket,human,6
,,,
grey,shoe,grey,3
,,,
moon,beam,sun,6
,,,
red,match,red,4
,,,
hot,pan,cold,6
,,,
top,shop,bottom,5
,,,
pill,pen,ink,7
,,,
pink,purple,purple,7
,,,
peg,leg,flesh,6
,,,
frozen,chicken,alive,6
,,,
outside,hallway,inside,6
,,,
doctor,visit,doctor,5
,,,
singing,mommy,silent,6
,,,
pretzel,stick,tree,6
,,,
toy,bin,trash,5
,,,
engine,shed,storage,5
,,,
princess,cake,plain,5
,,,
trigger,fish,bristlemouth,5
,,,
kids,day,general,6
,,,
hot,cup,cool,6
,,,
plastic,table,wooden,5
,,,
log,book,novel,5
,,,
fish,tank,fish,5
,,,
poison,stem,safe,6
,,,
chief,accountant,junior,5
,,,
bear,mitten,human,6
,,,
forty,pound,NA,NA
,,,
bean,dish,NA,NA
,,,
dirty,cloth,clean,6
,,,
green,bean,pinto,4
,,,
baby,bear,adult,6
,,,
wet,foot,dry,6
,,,
diamond,button,plastic,6
,,,
letter,box,plain,5
,,,
swim,shoe,walking,6
,,,
bird,girl,human,3
,,,
battery,game,ball,4
,,,
mermaid,hole,NA,NA
,,,
dragon,guy,human,7
,,,
top,hit,middle,5
,,,
round,circle,round,7
,,,
brown,cookie,brown,5
,,,
fuzzy,ear,fuzzy,5
,,,
broken,toe,unbroken,6
,,,
fire,man,worker,5
,,,
orange,monkey,brown,6
,,,
noodle,worm,noodle,5
,,,
silver,line,NA,NA
,,,
mommy,chair,NA,NA
,,,
red,spot,NA,NA
,,,
dolly,dress,human,6
,,,
hummus,bread,plain,6
,,,
red,fish,silver,5
,,,
apple,barrel,oil,4
,,,
plastic,tunnel,dirt,6
,,,
red,lid,NA,NA
,,,
cardboard,cylinder,plastic,6
,,,
green,fire,orange,5
,,,
green,circle,NA,NA
,,,
yellow,lid,NA,NA
,,,
chalk,duster,cleaning,4
,,,
sweet,bread,plain,6
,,,
green,cap,grey,3
,,,
meadow,walk,field,4
,,,
baby,moon,adult,4
,,,
hound,letter,human,7
,,,
pony,piece,NA,NA
,,,
water,man,flesh,6
,,,
hot,syrup,cool,6
,,,
frozen,pea,unfrozen,6
,,,
shelve,divider,NA,NA
,,,
key,ring,NA,NA
,,,
baby,buggy,baby,4
,,,
people,rug,NA,NA
,,,
bottom,picture,NA,NA
,,,
bathroom,room,bathroom,3
,,,
pink,sword,grey,5
,,,
pink,bottom,NA,NA
,,,
top,refrigerator,NA,NA
,,,
table,honey,store,4
,,,
dark,bath,light,6
,,,
tooth,book,paper,5
,,,
daddy,chair,NA,NA
,,,
leg,room,NA,NA
,,,
oat,meal,NA,NA
,,,
trash,block,wood,3
,,,
bright,red,bright,4
,,,
potty,chair,NA,NA
,,,
dirty,bubble,clean,6
,,,
violin,teacher,piano,5
,,,
purple,suit,black,4
,,,
cutting,board,NA,NA
,,,
cathedral,choir,school,5
,,,
yellow,plane,white,5
,,,
astronaut,costume,NA,NA
,,,
door,handle,door,4
,,,
pink,block,NA,NA
,,,
bottom,dollar,middle,4
,,,
pink,tunnel,NA,NA
,,,
green,knife,grey,6
,,,
telephone,call,telephone,6
,,,
orange,shirt,grey,3
,,,
tartar,taste,plain,5
,,,
bible,school,educational,6
,,,
baby,mama,baby,7
,,,
green,noodle,tan,4
,,,
machinery,catalogue,clothes,4
,,,
chicken,noodle,plain,4
,,,
top,shelf,middle,5
,,,
plastic,wallet,leather,4
,,,
square,yard,rectangular,6
,,,
metal,piece,plastic,4
,,,
mommy,tiger,NA,NA
,,,
yellow,picture,NA,NA
,,,
computer,person,noncomputer,6
,,,
guy,knight,guy,7
,,,
brake,fluid,water,6
,,,
purple,ketchup,red,6
,,,
wall,tile,floor,5
,,,
sister,fight,brother,5
,,,
coffee,bean,pinto,4
,,,
dinosaur,head,ant,4
,,,
solid,block,solid,6
,,,
purple,pad,white,3
,,,
hot,balloon,temperate,5
,,,
toy,puppy,real,5
,,,
orange,bag,NA,NA
,,,
green,scissor,grey,3
,,,
red,cheek,brown,5
,,,
round,tower,square,4
,,,
plastic,glasses,plastic,4
,,,
banana,apple,apple,7
,,,
suite,shower,NA,NA
,,,
granddad,kiss,mom,5
,,,
broken,bat,unbroken,6
,,,
brick,house,wood,4
,,,
plastic,container,plastic,5
,,,
peanut,butter,peanut,5
,,,
yellow,curtain,beige,4
,,,
car,track,train,6
,,,
animal,book,human,6
,,,
sailor,collar,NA,NA
,,,
post,office,work,6
,,,
red,knob,grey,4
,,,
orange,soda,orange,4
,,,
ant,food,human,5
,,,
purple,sweater,grey,3
,,,
orange,block,NA,NA
,,,
purple,leg,brown,5
,,,
questionnaire,letter,informal,5
,,,
baby,turtle,adult,6
,,,
tee,shirt,tee,4
,,,
water,running,water,6
,,,
wheelie,bin,stationary,4
,,,
furniture,curtain,furnishing,7
,,,
water,honey,honey,7
,,,
room,sweet,NA,NA
,,,
picture,rail,real,6
,,,
toy,closet,real,6
,,,
honey,butter,dairy,6
,,,
red,toy,NA,NA
,,,
standing,wall,standing,6
,,,
bread,roll,bread,6
,,,
brown,hair,brown,5
,,,
red,sky,blue,4
,,,
oil,pot,cooking,4
,,,
wet,water,wet,7
,,,
red,tricycle,NA,NA
,,,
door,step,floor,6
,,,
purple,bracelet,silver,3
,,,
video,player,video,3
,,,
baby,bee,adult,5
,,,
boy,bike,NA,NA
,,,
kitchen,window,room,6
,,,
yellow,orange,orange,7
,,,
brown,blanket,grey,3
,,,
red,van,white,4
,,,
hot,roll,cold,5
,,,
bacon,toast,butter,5
,,,
spinach,dip,NA,NA
,,,
garden,soil,wild,6
,,,
cough,syrup,maple,4
,,,
elephant,garland,human,6
,,,
press,office,NA,NA
,,,
passenger,car,passenger,5
,,,
elephant,weight,ant,3
,,,
purple,cranium,grey,7
,,,
light,orange,NA,NA
,,,
princess,snack,civlian,6
,,,
secretary,table,worker,6
,,,
ocean,train,land,7
,,,
asteroid,hit,asteroid,5
,,,
fat,pig,fat,5
,,,
bible,road,NA,NA
,,,
yellow,mommy,brown,5
,,,
hot,rice,cool,6
,,,
dinosaur,artifact,human,7
,,,
mommy,cat,NA,NA
,,,
bouncing,ball,static,6
,,,
game,marble,building,6
,,,
bear,workshop,human,7
,,,
upstairs,stair,NA,NA
,,,
pee,pod,NA,NA
,,,
green,red,red,7
,,,
country,house,suburban,5
,,,
plum,soup,tomato,4
,,,
purple,bath,clear,6
,,,
wet,rug,dry,6
,,,
hall,lighting,house,4
,,,
foot,print,foot,6
,,,
pink,crayon,NA,NA
,,,
crab,line,human,6
,,,
dog,walk,human,6
,,,
bright,spot,NA,NA
,,,
chocolate,lollipop,cherry,5
,,,
street,shop,street,4
,,,
dirty,face,clean,6
,,,
furry,platypus,furry,6
,,,
mud,water,salt,6
,,,
picture,wall,plain,6
,,,
light,flashing,light,4
,,,
outhouse,door,room,6
,,,
microscope,spotlight,macroscopic,5
,,,
paper,shop,grocery,3
