adjective,noun,article,adj_article,llama_instruct_judgment
witch,castle,a,a,sometimes
dead,horse,a,a,often
train,piece,a,a,never
stroke,room,a,a,almost always
red,circle,a,a,never
thick,marmalade,,,almost always
rainbow,crayon,a,a,rarely
princess,puzzle,a,a,rarely
purple,pentagon,a,a,never
flying,horse,a,a,never
orange,planet,a,an,sometimes
glass,house,a,a,rarely
brown,dot,a,a,never
screw,driver,a,a,almost always
wet,snow,,,often
solid,door,a,a,almost always
yellow,dinosaur,a,a,never
giant,piece,a,a,rarely
purple,scribble,a,a,rarely
lego,girl,a,a,often
grey,cloud,a,a,often
dark,pet,a,a,rarely
daddy,elephant,an,a,sometimes
dirty,pamper,a,a,almost always
town,clerk,a,a,almost always
freeze,pop,a,a,rarely
naked,baby,a,a,almost always
wet,glue,,,almost always
farm,dog,a,a,sometimes
alphabet,toy,a,an,often
toast,stick,a,a,often
lace,curtain,a,a,often
meat,pie,a,a,sometimes
lily,pad,a,a,often
blond,girl,a,a,often
dairy,barn,a,a,sometimes
green,casing,a,a,never
dead,man,a,a,often
red,pickle,a,a,rarely
baby,cot,a,a,almost always
yoyo,ball,a,a,often
fish,animal,an,a,about half the time
elephant,leg,a,an,almost always
table,tennis,,,rarely
skunk,baby,a,a,never
water,tank,a,a,sometimes
ant,powder,,,often
brass,plate,a,a,rarely
yellow,tape,a,a,almost always
head,stand,a,a,almost always
purple,heart,a,a,rarely
tv,retailer,a,a,rarely
purple,dress,a,a,rarely
broom,sweep,a,a,always
staff,entertainment,,,about half the time
car,stair,a,a,often
floor,face,a,a,always
bright,man,a,a,almost always
dress,ring,a,a,often
bowl,bud,a,a,almost always
green,mouth,a,a,rarely
strawberry,cream,,,never
dog,house,a,a,rarely
laughing,baby,a,a,sometimes
mirror,tile,a,a,rarely
freezing,plant,a,a,always
worm,food,,,never
bubble,maker,a,a,often
bubble,soup,,,always
dog,park,a,a,sometimes
fairy,baby,a,a,never
pink,ball,a,a,rarely
classroom,window,a,a,about half the time
purple,snake,a,a,rarely
mud,line,a,a,about half the time
office,group,a,an,often
glass,cover,a,a,almost always
pet,food,,,sometimes
frog,house,a,a,rarely
mouse,driver,a,a,rarely
wet,filter,a,a,sometimes
flip,top,a,a,about half the time
red,sand,,,rarely
hot,room,a,a,sometimes
purple,soda,,,rarely
toy,ship,a,a,often
daddy,book,a,a,rarely
game,contestant,a,a,always
red,bunny,a,a,rarely
ear,phone,a,an,rarely
dinosaur,sticker,a,a,rarely
green,train,a,a,rarely
dirty,honey,,,almost always
shoe,horn,a,a,rarely
bunny,cloud,a,a,rarely
red,cherry,a,a,often
candy,bag,a,a,often
green,pop,a,a,rarely
dog,cheese,,,never
yellow,dot,a,a,rarely
cough,medicine,,,often
hot,potato,a,a,almost always
ball,game,a,a,often
mail,person,a,a,almost always
green,paddle,a,a,rarely
candy,gumball,a,a,always
boy,bear,a,a,almost always
hind,foot,a,a,almost always
yellow,fish,a,a,sometimes
wet,rag,a,a,almost always
pink,pillow,a,a,sometimes
red,car,a,a,sometimes
orange,hippo,a,an,never
brother,tiger,a,a,about half the time
water,toy,a,a,sometimes
green,eye,an,a,never
pink,orange,an,a,about half the time
fly,soup,,,never
puppet,house,a,a,rarely
night,bear,a,a,rarely
inch,wire,a,an,about half the time
bread,pasta,,,often
karate,girl,a,a,rarely
nursery,school,a,a,often
red,jeep,a,a,rarely
pink,tulip,a,a,sometimes
beach,ball,a,a,almost always
dark,suit,a,a,often
orange,arm,an,an,rarely
stick,bug,a,a,sometimes
kitchen,water,,,about half the time
ground,rice,,,often
carpet,tile,a,a,almost always
mommy,room,a,a,rarely
brown,paper,a,a,often
bunny,blanket,a,a,never
grey,shoe,a,a,about half the time
moon,beam,a,a,often
red,match,a,a,rarely
hot,pan,a,a,almost always
top,shop,a,a,almost always
pill,pen,a,a,rarely
pink,purple,,,sometimes
peg,leg,a,a,rarely
frozen,chicken,a,a,often
outside,hallway,a,an,almost always
doctor,visit,a,a,almost always
singing,mommy,a,a,rarely
pretzel,stick,a,a,never
toy,bin,a,a,often
engine,shed,a,an,often
princess,cake,a,a,about half the time
trigger,fish,a,a,sometimes
kids,day,a,a,rarely
hot,cup,a,a,always
plastic,table,a,a,sometimes
log,book,a,a,rarely
fish,tank,a,a,about half the time
poison,stem,a,a,sometimes
chief,accountant,an,a,rarely
bear,mitten,a,a,rarely
forty,pound,a,a,never
bean,dish,a,a,sometimes
dirty,cloth,a,a,about half the time
green,bean,a,a,always
baby,bear,a,a,always
wet,foot,a,a,sometimes
diamond,button,a,a,never
letter,box,a,a,almost always
swim,shoe,a,a,often
bird,girl,a,a,never
battery,game,a,a,rarely
mermaid,hole,a,a,never
dragon,guy,a,a,rarely
top,hit,a,a,often
round,circle,a,a,always
brown,cookie,a,a,almost always
fuzzy,ear,an,a,rarely
broken,toe,a,a,almost always
fire,man,a,a,sometimes
orange,monkey,a,an,rarely
noodle,worm,a,a,rarely
silver,line,a,a,almost always
mommy,chair,a,a,never
red,spot,a,a,almost always
dolly,dress,a,a,always
hummus,bread,,,rarely
red,fish,a,a,about half the time
apple,barrel,a,an,sometimes
plastic,tunnel,a,a,rarely
red,lid,a,a,almost always
cardboard,cylinder,a,a,almost always
green,fire,,,rarely
green,circle,a,a,sometimes
yellow,lid,a,a,sometimes
chalk,duster,a,a,often
sweet,bread,,,sometimes
green,cap,a,a,sometimes
meadow,walk,a,a,rarely
baby,moon,a,a,never
hound,letter,a,a,rarely
pony,piece,a,a,almost always
water,man,a,a,rarely
hot,syrup,,,almost always
frozen,pea,a,a,often
shelve,divider,a,a,often
key,ring,a,a,never
baby,buggy,a,a,almost always
people,rug,a,a,always
bottom,picture,a,a,often
bathroom,room,a,a,almost always
pink,sword,a,a,never
pink,bottom,a,a,often
top,refrigerator,a,a,rarely
table,honey,,,always
dark,bath,a,a,sometimes
tooth,book,a,a,almost always
daddy,chair,a,a,never
leg,room,a,a,never
oat,meal,a,an,almost always
trash,block,a,a,rarely
bright,red,,,often
potty,chair,a,a,sometimes
dirty,bubble,a,a,always
violin,teacher,a,a,rarely
purple,suit,a,a,rarely
cutting,board,a,a,always
cathedral,choir,a,a,often
yellow,plane,a,a,rarely
astronaut,costume,a,an,sometimes
door,handle,a,a,almost always
pink,block,a,a,rarely
bottom,dollar,a,a,always
pink,tunnel,a,a,rarely
green,knife,a,a,never
telephone,call,a,a,often
orange,shirt,a,an,sometimes
tartar,taste,a,a,sometimes
bible,school,a,a,rarely
baby,mama,a,a,sometimes
green,noodle,a,a,rarely
machinery,catalogue,a,a,often
chicken,noodle,a,a,sometimes
top,shelf,a,a,often
plastic,wallet,a,a,often
square,yard,a,a,almost always
metal,piece,a,a,sometimes
mommy,tiger,a,a,sometimes
yellow,picture,a,a,rarely
computer,person,a,a,sometimes
guy,knight,a,a,about half the time
brake,fluid,,,often
purple,ketchup,,,never
wall,tile,a,a,always
sister,fight,a,a,often
coffee,bean,a,a,never
dinosaur,head,a,a,often
solid,block,a,a,almost always
purple,pad,a,a,rarely
hot,balloon,a,a,rarely
toy,puppy,a,a,sometimes
orange,bag,a,an,rarely
green,scissor,a,a,rarely
red,cheek,a,a,often
round,tower,a,a,about half the time
plastic,glasses,,,about half the time
banana,apple,an,a,never
suite,shower,a,a,always
granddad,kiss,a,a,rarely
broken,bat,a,a,always
brick,house,a,a,almost always
plastic,container,a,a,often
peanut,butter,,,never
yellow,curtain,a,a,often
car,track,a,a,often
animal,book,a,an,never
sailor,collar,a,a,about half the time
post,office,an,a,almost always
red,knob,a,a,rarely
orange,soda,,,rarely
ant,food,,,often
purple,sweater,a,a,rarely
orange,block,a,an,rarely
purple,leg,a,a,never
questionnaire,letter,a,a,about half the time
baby,turtle,a,a,rarely
tee,shirt,a,a,about half the time
water,running,,,rarely
wheelie,bin,a,a,often
furniture,curtain,a,a,almost always
water,honey,,,rarely
room,sweet,a,a,often
picture,rail,a,a,rarely
toy,closet,a,a,rarely
honey,butter,,,rarely
red,toy,a,a,sometimes
standing,wall,a,a,almost always
bread,roll,a,a,often
brown,hair,,,often
red,sky,a,a,rarely
oil,pot,a,an,rarely
wet,water,,,almost always
red,tricycle,a,a,sometimes
door,step,a,a,almost always
purple,bracelet,a,a,sometimes
video,player,a,a,often
baby,bee,a,a,sometimes
boy,bike,a,a,about half the time
kitchen,window,a,a,about half the time
yellow,orange,an,a,often
brown,blanket,a,a,often
red,van,a,a,rarely
hot,roll,a,a,sometimes
bacon,toast,,,rarely
spinach,dip,a,a,often
garden,soil,,,almost always
cough,syrup,,,rarely
elephant,garland,a,an,never
press,office,an,a,almost always
passenger,car,a,a,almost always
elephant,weight,a,an,never
purple,cranium,a,a,never
light,orange,an,a,often
princess,snack,a,a,rarely
secretary,table,a,a,rarely
ocean,train,a,an,always
asteroid,hit,a,an,rarely
fat,pig,a,a,almost always
bible,road,a,a,rarely
yellow,mommy,a,a,never
hot,rice,,,almost always
dinosaur,artifact,an,a,never
mommy,cat,a,a,about half the time
bouncing,ball,a,a,often
game,marble,a,a,about half the time
bear,workshop,a,a,never
upstairs,stair,a,an,almost always
pee,pod,a,a,rarely
green,red,,,never
country,house,a,a,about half the time
plum,soup,,,rarely
purple,bath,a,a,rarely
wet,rug,a,a,rarely
hall,lighting,,,often
foot,print,a,a,always
pink,crayon,a,a,sometimes
crab,line,a,a,almost always
dog,walk,a,a,often
bright,spot,a,a,often
chocolate,lollipop,a,a,rarely
street,shop,a,a,often
dirty,face,a,a,often
furry,platypus,a,a,always
mud,water,,,sometimes
picture,wall,a,a,sometimes
light,flashing,,,almost always
outhouse,door,a,an,often
microscope,spotlight,a,a,often
paper,shop,a,a,never
red,flap,a,a,rarely
video,tape,a,a,almost always
car,door,a,a,often
ant,aphid,an,an,sometimes
art,museum,a,an,often
thick,gland,a,a,almost always
stag,group,a,a,almost always
milk,jug,a,a,often
baby,bird,a,a,about half the time
singing,drawer,a,a,never
bathing,suit,a,a,rarely
brass,dart,a,a,never
dressing,table,a,a,rarely
red,bed,a,a,rarely
purple,window,a,a,rarely
spot,check,a,a,rarely
bear,teddy,a,a,almost always
banana,tree,a,a,rarely
dogs,barking,,,almost always
top,drawer,a,a,sometimes
horse,running,,,rarely
eleven,pound,a,an,never
fire,officer,an,a,almost always
weight,bag,a,a,often
whisky,ginger,,,always
red,string,a,a,never
icy,mountain,a,an,often
orange,rain,,,never
oatmeal,cookie,a,an,sometimes
food,company,a,a,sometimes
wooden,floor,a,a,sometimes
strawberry,bar,a,a,rarely
bear,jump,a,a,sometimes
banana,mess,a,a,never
farm,house,a,a,sometimes
red,tomato,a,a,often
shop,envelope,an,a,rarely
bottom,drawer,a,a,almost always
yellow,school,a,a,never
computer,game,a,a,often
doggy,tail,a,a,about half the time
melon,ball,a,a,almost always
tea,room,a,a,often
naked,mole,a,a,almost always
bunny,book,a,a,rarely
bug,spray,a,a,almost always
brown,train,a,a,rarely
flower,pot,a,a,rarely
scaly,skin,,,sometimes
hot,dog,a,a,never
red,bike,a,a,sometimes
flat,cheese,,,sometimes
stuffed,animal,an,a,always
diaper,wipe,a,a,almost always
night,plane,a,a,always
yellow,bird,a,a,sometimes
pop,opera,an,a,never
tree,house,a,a,rarely
dark,leaf,a,a,sometimes
yellow,mom,a,a,about half the time
red,street,a,a,never
pink,hair,,,rarely
man,mum,a,a,rarely
fish,jelly,,,rarely
bus,park,a,a,almost always
baby,talk,a,a,often
orange,guy,a,an,often
thick,mustache,a,a,often
compost,pile,a,a,rarely
press,jacket,a,a,rarely
spider,head,a,a,never
green,tie,a,a,sometimes
ear,lobe,a,an,always
back,room,a,a,sometimes
outside,bird,a,an,always
kid,driving,,,never
gold,coffee,,,never
honey,pot,a,a,rarely
purple,book,a,a,rarely
wedding,day,a,a,rarely
moon,rover,a,a,almost always
dark,snake,a,a,about half the time
penny,packet,a,a,rarely
car,driver,a,a,almost always
plastic,back,a,a,rarely
orange,colors,a,an,almost always
apple,juicer,a,an,often
green,mountain,a,a,rarely
yellow,hippo,a,a,never
hot,mama,a,a,often
red,onion,an,a,sometimes
cherry,tomato,a,a,sometimes
doll,house,a,a,never
giant,puppet,a,a,often
motor,car,a,a,always
dark,lounge,a,a,almost always
brown,sugar,,,rarely
telephone,ringing,,,always
red,pillow,a,a,rarely
silver,ship,a,a,rarely
hot,sundae,a,a,rarely
pink,elephant,an,a,rarely
brown,doggie,a,a,often
yogurt,hair,,,rarely
kids,honey,,,rarely
guy,walking,,,rarely
taller,spoon,a,a,rarely
pirate,necklace,a,a,sometimes
cloudy,day,a,a,sometimes
pink,towel,a,a,rarely
baby,snail,a,a,always
purple,ring,a,a,sometimes
tv,company,a,a,rarely
sunny,side,a,a,almost always
purple,car,a,a,rarely
green,monkey,a,a,almost always
broken,door,a,a,rarely
pink,bear,a,a,almost always
home,sign,a,a,rarely
plastic,mat,a,a,sometimes
home,committee,a,a,rarely
dinosaur,book,a,a,rarely
male,goldfish,a,a,about half the time
saw,blade,a,a,sometimes
baby,deer,a,a,almost always
vampire,zombie,a,a,never
monkey,whisper,a,a,rarely
bathroom,shop,a,a,sometimes
panel,radiator,a,a,often
kitchen,net,a,a,rarely
red,horn,a,a,almost always
outside,shell,a,an,almost always
octopus,show,a,an,never
racing,pigeon,a,a,rarely
green,shamrock,a,a,always
land,motorway,a,a,almost always
pregnant,blond,a,a,about half the time
yellow,scarf,a,a,sometimes
track,record,a,a,almost always
shovel,scoop,a,a,never
colors,green,,,always
orange,bug,a,an,rarely
green,lego,a,a,rarely
crease,mark,a,a,sometimes
green,dish,a,a,rarely
baby,hair,,,almost always
gold,plate,a,a,rarely
piggy,bank,a,a,about half the time
sugar,cube,a,a,rarely
hay,ride,a,a,almost always
pink,flower,a,a,often
red,rectangle,a,a,rarely
squirt,toy,a,a,rarely
panel,game,a,a,often
fridge,freezer,a,a,often
lock,stock,,,always
naked,child,a,a,often
gold,star,a,a,always
gold,band,a,a,often
room,bathroom,a,a,always
ceiling,tile,a,a,always
dirty,swine,a,a,never
trash,yard,a,a,rarely
apple,book,a,an,never
puffin,nose,a,a,never
tv,day,a,a,often
light,car,a,a,almost always
butterfly,cake,a,a,rarely
freeze,popsicle,a,a,almost always
girl,boot,a,a,almost always
bunny,mask,a,a,rarely
goose,mama,a,a,often
gas,bill,a,a,about half the time
hot,daddy,a,a,rarely
yellow,fuzz,,,sometimes
dorsal,fin,a,a,often
fairy,pony,a,a,sometimes
singing,voice,a,a,often
purple,rain,,,never
message,machine,a,a,sometimes
bait,shop,a,a,rarely
litter,tray,a,a,rarely
stuffed,mushroom,a,a,sometimes
leather,jacket,a,a,almost always
teddy,book,a,a,rarely
brown,baby,a,a,almost always
guy,dancing,,,almost always
dressing,gown,a,a,almost always
apple,feast,a,an,rarely
cracker,sandwich,a,a,sometimes
green,cheese,,,never
tiger,costume,a,a,sometimes
butter,sandwich,a,a,often
dinosaur,map,a,a,rarely
red,apple,an,a,often
lady,bug,a,a,sometimes
red,barn,a,a,always
light,bulb,a,a,never
cookie,jar,a,a,often
tool,box,a,a,sometimes
spiky,fish,a,a,rarely
gingerbread,guy,a,a,sometimes
orange,balloon,a,an,almost always
taller,one,a,a,often
green,doggy,a,a,rarely
tooth,mark,a,a,never
juicy,juice,,,almost always
dust,rag,a,a,often
day,break,a,a,often
mitten,tree,a,a,never
purple,pants,,,rarely
stereo,computer,a,a,rarely
purple,red,,,rarely
railway,track,a,a,almost always
yellow,roof,a,a,rarely
brake,pad,a,a,almost always
pink,hat,a,a,rarely
back,row,a,a,always
sleeveless,top,a,a,almost always
red,pepper,a,a,sometimes
elbow,hair,,,often
green,egg,an,a,almost always
tank,top,a,a,often
yellow,toe,a,a,rarely
lady,car,a,a,rarely
robot,head,a,a,never
shoe,store,a,a,about half the time
chap,advertising,,,sometimes
daddy,fish,a,a,sometimes
yellow,driver,a,a,never
dog,dirt,,,sometimes
quarter,bag,a,a,always
top,handle,a,a,almost always
choir,boy,a,a,sometimes
brown,mommy,a,a,often
paper,bag,a,a,often
dead,baby,a,a,never
pink,paper,a,a,rarely
hotel,room,a,a,often
hot,cereal,,,never
baby,fish,a,a,almost always
ocean,book,a,an,almost always
tape,recorder,a,a,often
suite,room,a,a,rarely
purple,edge,an,a,never
rock,honey,,,rarely
yellow,lady,a,a,often
metal,door,a,a,sometimes
telephone,cord,a,a,always
tail,piece,a,a,almost always
garden,hose,a,a,almost always
water,boil,a,a,sometimes
cotton,lining,a,a,often
red,berry,a,a,often
dolly,clothes,,,almost always
top,tooth,a,a,about half the time
raisin,cookie,a,a,sometimes
purple,mom,a,a,never
bubble,bath,a,a,often
exit,entrance,an,an,often
bear,home,a,a,never
smiley,sticker,a,a,often
slippery,leg,a,a,never
hot,strawberry,a,a,rarely
giant,dragon,a,a,never
pear,yogurt,,,rarely
red,honey,,,rarely
shoe,wax,,,almost always
