adjective,noun,article,adj_article,llama_405b_instruct_judgment
coffee,grinder,a,a,almost always
skunk,stew,a,a,never
red,bat,a,a,rarely
video,recorder,a,a,never
wet,mommy,a,a,rarely
pita,bread,,,rarely
striped,worm,a,a,never
bum,worker,a,a,rarely
hot,day,a,a,rarely
silk,worm,a,a,often
fish,market,a,a,rarely
water,bridge,a,a,rarely
purple,fish,a,a,rarely
lace,cover,a,a,sometimes
sugar,water,,,rarely
flat,mat,a,a,always
wife,battering,a,a,often
slippery,soap,,,almost always
paper,airplane,an,a,rarely
olive,oil,,,almost always
sweet,sauce,,,sometimes
blind,eye,an,a,rarely
people,zombie,a,a,almost always
bedroom,room,a,a,about half the time
soy,sauce,,,rarely
sea,mammal,a,a,rarely
silky,ear,an,a,rarely
church,minister,a,a,always
red,paper,a,a,rarely
dirty,laundry,,,almost always
bubble,blow,a,a,almost always
wooden,sword,a,a,rarely
flat,land,,,often
pink,ring,a,a,never
boy,pants,,,about half the time
popcorn,maker,a,a,often
dress,clothes,,,sometimes
school,bus,a,a,rarely
fat,baby,a,a,sometimes
furniture,shop,a,a,rarely
pull,toy,a,a,sometimes
brown,squirrel,a,a,almost always
farm,truck,a,a,sometimes
curry,rice,,,often
vanilla,cookie,a,a,sometimes
red,block,a,a,rarely
round,ball,a,a,almost always
green,chest,a,a,never
people,group,a,a,almost always
train,yard,a,a,rarely
aquarium,car,a,an,never
mural,show,a,a,sometimes
daddy,kiss,a,a,almost always
squid,soda,,,rarely
red,wing,a,a,about half the time
food,group,a,a,rarely
thick,head,a,a,sometimes
sweet,pepper,a,a,almost always
yellow,collar,a,a,rarely
yellow,chick,a,a,always
striped,fish,a,a,often
wooden,spoon,a,a,rarely
red,boot,a,a,rarely
green,money,,,about half the time
fuzzy,tail,a,a,often
purple,color,a,a,rarely
fold,blanket,a,a,never
yellow,bib,a,a,rarely
upstairs,cafe,a,an,rarely
game,mommy,a,a,sometimes
witch,castle,a,a,rarely
dead,horse,a,a,rarely
train,piece,a,a,never
stroke,room,a,a,never
red,circle,a,a,never
thick,marmalade,,,almost always
rainbow,crayon,a,a,rarely
princess,puzzle,a,a,rarely
purple,pentagon,a,a,never
flying,horse,a,a,never
orange,planet,a,an,never
glass,house,a,a,rarely
brown,dot,a,a,never
screw,driver,a,a,almost always
wet,snow,,,sometimes
solid,door,a,a,often
yellow,dinosaur,a,a,rarely
giant,piece,a,a,rarely
purple,scribble,a,a,rarely
lego,girl,a,a,rarely
grey,cloud,a,a,often
dark,pet,a,a,about half the time
daddy,elephant,an,a,sometimes
dirty,pamper,a,a,almost always
town,clerk,a,a,sometimes
freeze,pop,a,a,rarely
naked,baby,a,a,almost always
wet,glue,,,always
farm,dog,a,a,rarely
alphabet,toy,a,an,rarely
toast,stick,a,a,rarely
lace,curtain,a,a,rarely
meat,pie,a,a,sometimes
lily,pad,a,a,almost always
blond,girl,a,a,sometimes
dairy,barn,a,a,rarely
green,casing,a,a,rarely
dead,man,a,a,sometimes
red,pickle,a,a,rarely
baby,cot,a,a,often
yoyo,ball,a,a,never
fish,animal,an,a,almost always
elephant,leg,a,an,rarely
table,tennis,,,rarely
skunk,baby,a,a,never
water,tank,a,a,never
ant,powder,,,sometimes
brass,plate,a,a,rarely
yellow,tape,a,a,always
head,stand,a,a,always
purple,heart,a,a,almost always
tv,retailer,a,a,sometimes
purple,dress,a,a,rarely
broom,sweep,a,a,almost always
staff,entertainment,,,rarely
car,stair,a,a,rarely
floor,face,a,a,never
bright,man,a,a,about half the time
dress,ring,a,a,about half the time
bowl,bud,a,a,about half the time
green,mouth,a,a,rarely
strawberry,cream,,,rarely
dog,house,a,a,never
laughing,baby,a,a,often
mirror,tile,a,a,rarely
freezing,plant,a,a,rarely
worm,food,,,rarely
bubble,maker,a,a,almost always
bubble,soup,,,never
dog,park,a,a,never
fairy,baby,a,a,never
pink,ball,a,a,rarely
classroom,window,a,a,rarely
purple,snake,a,a,never
mud,line,a,a,never
office,group,a,an,rarely
glass,cover,a,a,never
pet,food,,,rarely
frog,house,a,a,never
mouse,driver,a,a,never
wet,filter,a,a,sometimes
flip,top,a,a,almost always
red,sand,,,rarely
hot,room,a,a,rarely
purple,soda,,,rarely
toy,ship,a,a,sometimes
daddy,book,a,a,rarely
game,contestant,a,a,about half the time
red,bunny,a,a,rarely
ear,phone,a,an,rarely
dinosaur,sticker,a,a,sometimes
green,train,a,a,sometimes
dirty,honey,,,about half the time
shoe,horn,a,a,sometimes
bunny,cloud,a,a,rarely
red,cherry,a,a,almost always
candy,bag,a,a,rarely
green,pop,a,a,never
dog,cheese,,,never
yellow,dot,a,a,rarely
cough,medicine,,,rarely
hot,potato,a,a,almost always
ball,game,a,a,always
mail,person,a,a,never
green,paddle,a,a,never
candy,gumball,a,a,almost always
boy,bear,a,a,about half the time
hind,foot,a,a,often
yellow,fish,a,a,about half the time
wet,rag,a,a,almost always
pink,pillow,a,a,sometimes
red,car,a,a,often
orange,hippo,a,an,almost always
brother,tiger,a,a,never
water,toy,a,a,rarely
green,eye,an,a,rarely
pink,orange,an,a,rarely
fly,soup,,,rarely
puppet,house,a,a,never
night,bear,a,a,never
inch,wire,a,an,about half the time
bread,pasta,,,about half the time
karate,girl,a,a,rarely
nursery,school,a,a,rarely
red,jeep,a,a,rarely
pink,tulip,a,a,never
beach,ball,a,a,rarely
dark,suit,a,a,often
orange,arm,an,an,sometimes
stick,bug,a,a,rarely
kitchen,water,,,sometimes
ground,rice,,,almost always
carpet,tile,a,a,sometimes
mommy,room,a,a,never
brown,paper,a,a,rarely
bunny,blanket,a,a,rarely
grey,shoe,a,a,sometimes
moon,beam,a,a,always
red,match,a,a,almost always
hot,pan,a,a,almost always
top,shop,a,a,rarely
pill,pen,a,a,rarely
pink,purple,,,always
peg,leg,a,a,rarely
frozen,chicken,a,a,often
outside,hallway,a,an,rarely
doctor,visit,a,a,sometimes
singing,mommy,a,a,sometimes
pretzel,stick,a,a,rarely
toy,bin,a,a,never
engine,shed,a,an,rarely
princess,cake,a,a,rarely
trigger,fish,a,a,almost always
kids,day,a,a,never
hot,cup,a,a,always
plastic,table,a,a,sometimes
log,book,a,a,never
fish,tank,a,a,often
poison,stem,a,a,sometimes
chief,accountant,an,a,rarely
bear,mitten,a,a,never
forty,pound,a,a,never
bean,dish,a,a,rarely
dirty,cloth,a,a,often
green,bean,a,a,sometimes
baby,bear,a,a,rarely
wet,foot,a,a,sometimes
diamond,button,a,a,rarely
letter,box,a,a,often
swim,shoe,a,a,about half the time
bird,girl,a,a,never
battery,game,a,a,never
mermaid,hole,a,a,never
dragon,guy,a,a,rarely
top,hit,a,a,almost always
round,circle,a,a,always
brown,cookie,a,a,almost always
fuzzy,ear,an,a,never
broken,toe,a,a,rarely
fire,man,a,a,often
orange,monkey,a,an,sometimes
noodle,worm,a,a,never
silver,line,a,a,almost always
mommy,chair,a,a,never
red,spot,a,a,almost always
dolly,dress,a,a,rarely
hummus,bread,,,rarely
red,fish,a,a,rarely
apple,barrel,a,an,rarely
plastic,tunnel,a,a,rarely
red,lid,a,a,sometimes
cardboard,cylinder,a,a,sometimes
green,fire,,,never
green,circle,a,a,never
yellow,lid,a,a,rarely
chalk,duster,a,a,rarely
sweet,bread,,,rarely
green,cap,a,a,rarely
meadow,walk,a,a,rarely
baby,moon,a,a,never
hound,letter,a,a,always
pony,piece,a,a,always
water,man,a,a,never
hot,syrup,,,never
frozen,pea,a,a,always
shelve,divider,a,a,always
key,ring,a,a,rarely
baby,buggy,a,a,often
people,rug,a,a,almost always
bottom,picture,a,a,rarely
bathroom,room,a,a,rarely
pink,sword,a,a,never
pink,bottom,a,a,never
top,refrigerator,a,a,almost always
table,honey,,,almost always
dark,bath,a,a,rarely
tooth,book,a,a,never
daddy,chair,a,a,never
leg,room,a,a,rarely
oat,meal,a,an,rarely
trash,block,a,a,never
bright,red,,,about half the time
potty,chair,a,a,rarely
dirty,bubble,a,a,never
violin,teacher,a,a,about half the time
purple,suit,a,a,rarely
cutting,board,a,a,almost always
cathedral,choir,a,a,sometimes
yellow,plane,a,a,rarely
astronaut,costume,a,an,rarely
door,handle,a,a,often
pink,block,a,a,never
bottom,dollar,a,a,never
pink,tunnel,a,a,never
green,knife,a,a,rarely
telephone,call,a,a,always
orange,shirt,a,an,rarely
tartar,taste,a,a,almost always
bible,school,a,a,rarely
baby,mama,a,a,almost always
green,noodle,a,a,rarely
machinery,catalogue,a,a,rarely
chicken,noodle,a,a,often
top,shelf,a,a,about half the time
plastic,wallet,a,a,almost always
square,yard,a,a,often
metal,piece,a,a,about half the time
mommy,tiger,a,a,sometimes
yellow,picture,a,a,rarely
computer,person,a,a,often
guy,knight,a,a,always
brake,fluid,,,rarely
purple,ketchup,,,never
wall,tile,a,a,about half the time
sister,fight,a,a,never
coffee,bean,a,a,rarely
dinosaur,head,a,a,never
solid,block,a,a,always
purple,pad,a,a,never
hot,balloon,a,a,rarely
toy,puppy,a,a,almost always
orange,bag,a,an,rarely
green,scissor,a,a,rarely
red,cheek,a,a,sometimes
round,tower,a,a,sometimes
plastic,glasses,,,often
banana,apple,an,a,never
suite,shower,a,a,almost always
granddad,kiss,a,a,always
broken,bat,a,a,rarely
brick,house,a,a,often
plastic,container,a,a,about half the time
peanut,butter,,,rarely
yellow,curtain,a,a,sometimes
car,track,a,a,never
animal,book,a,an,rarely
sailor,collar,a,a,almost always
post,office,an,a,sometimes
red,knob,a,a,rarely
orange,soda,,,never
ant,food,,,rarely
purple,sweater,a,a,sometimes
orange,block,a,an,about half the time
purple,leg,a,a,rarely
questionnaire,letter,a,a,rarely
baby,turtle,a,a,sometimes
tee,shirt,a,a,often
water,running,,,rarely
wheelie,bin,a,a,often
furniture,curtain,a,a,always
water,honey,,,never
room,sweet,a,a,never
picture,rail,a,a,never
toy,closet,a,a,rarely
honey,butter,,,rarely
red,toy,a,a,sometimes
standing,wall,a,a,always
bread,roll,a,a,about half the time
brown,hair,,,often
red,sky,a,a,rarely
oil,pot,a,an,rarely
wet,water,,,always
red,tricycle,a,a,sometimes
door,step,a,a,always
purple,bracelet,a,a,rarely
video,player,a,a,almost always
baby,bee,a,a,rarely
boy,bike,a,a,never
kitchen,window,a,a,sometimes
yellow,orange,an,a,often
brown,blanket,a,a,sometimes
red,van,a,a,rarely
hot,roll,a,a,always
bacon,toast,,,rarely
spinach,dip,a,a,sometimes
garden,soil,,,often
cough,syrup,,,rarely
elephant,garland,a,an,never
press,office,an,a,rarely
passenger,car,a,a,almost always
elephant,weight,a,an,always
purple,cranium,a,a,never
light,orange,an,a,always
princess,snack,a,a,rarely
secretary,table,a,a,rarely
ocean,train,a,an,never
asteroid,hit,a,an,always
fat,pig,a,a,about half the time
bible,road,a,a,never
yellow,mommy,a,a,sometimes
hot,rice,,,often
dinosaur,artifact,an,a,never
mommy,cat,a,a,almost always
bouncing,ball,a,a,often
game,marble,a,a,about half the time
bear,workshop,a,a,never
upstairs,stair,a,an,never
pee,pod,a,a,never
green,red,,,never
country,house,a,a,rarely
plum,soup,,,rarely
purple,bath,a,a,never
wet,rug,a,a,rarely
hall,lighting,,,about half the time
foot,print,a,a,about half the time
pink,crayon,a,a,rarely
crab,line,a,a,never
dog,walk,a,a,about half the time
bright,spot,a,a,rarely
chocolate,lollipop,a,a,sometimes
street,shop,a,a,about half the time
dirty,face,a,a,sometimes
furry,platypus,a,a,often
mud,water,,,rarely
picture,wall,a,a,rarely
light,flashing,,,almost always
outhouse,door,a,an,rarely
microscope,spotlight,a,a,rarely
paper,shop,a,a,sometimes
red,flap,a,a,rarely
video,tape,a,a,almost always
car,door,a,a,often
ant,aphid,an,an,rarely
art,museum,a,an,almost always
thick,gland,a,a,sometimes
stag,group,a,a,rarely
milk,jug,a,a,often
baby,bird,a,a,rarely
singing,drawer,a,a,never
bathing,suit,a,a,sometimes
brass,dart,a,a,sometimes
dressing,table,a,a,rarely
red,bed,a,a,rarely
purple,window,a,a,rarely
spot,check,a,a,almost always
bear,teddy,a,a,almost always
banana,tree,a,a,rarely
dogs,barking,,,often
top,drawer,a,a,almost always
horse,running,,,rarely
eleven,pound,a,an,never
fire,officer,an,a,rarely
weight,bag,a,a,almost always
whisky,ginger,,,rarely
red,string,a,a,rarely
icy,mountain,a,an,sometimes
orange,rain,,,never
oatmeal,cookie,a,an,sometimes
food,company,a,a,never
wooden,floor,a,a,often
strawberry,bar,a,a,rarely
bear,jump,a,a,rarely
banana,mess,a,a,never
farm,house,a,a,rarely
red,tomato,a,a,almost always
shop,envelope,an,a,rarely
bottom,drawer,a,a,almost always
yellow,school,a,a,sometimes
computer,game,a,a,sometimes
doggy,tail,a,a,almost always
melon,ball,a,a,never
tea,room,a,a,rarely
naked,mole,a,a,rarely
bunny,book,a,a,rarely
bug,spray,a,a,often
brown,train,a,a,sometimes
flower,pot,a,a,often
scaly,skin,,,sometimes
hot,dog,a,a,never
red,bike,a,a,sometimes
flat,cheese,,,sometimes
stuffed,animal,an,a,about half the time
diaper,wipe,a,a,about half the time
night,plane,a,a,often
yellow,bird,a,a,rarely
pop,opera,an,a,rarely
tree,house,a,a,rarely
dark,leaf,a,a,sometimes
yellow,mom,a,a,never
red,street,a,a,almost always
pink,hair,,,rarely
man,mum,a,a,rarely
fish,jelly,,,never
bus,park,a,a,never
baby,talk,a,a,rarely
orange,guy,a,an,never
thick,mustache,a,a,sometimes
compost,pile,a,a,rarely
press,jacket,a,a,rarely
spider,head,a,a,never
green,tie,a,a,rarely
ear,lobe,a,an,often
back,room,a,a,rarely
outside,bird,a,an,always
kid,driving,,,rarely
gold,coffee,,,never
honey,pot,a,a,rarely
purple,book,a,a,rarely
wedding,day,a,a,rarely
moon,rover,a,a,often
dark,snake,a,a,sometimes
penny,packet,a,a,about half the time
car,driver,a,a,always
plastic,back,a,a,sometimes
orange,colors,a,an,rarely
apple,juicer,a,an,almost always
green,mountain,a,a,rarely
yellow,hippo,a,a,never
hot,mama,a,a,sometimes
red,onion,an,a,never
cherry,tomato,a,a,sometimes
doll,house,a,a,rarely
giant,puppet,a,a,rarely
motor,car,a,a,almost always
dark,lounge,a,a,rarely
brown,sugar,,,rarely
telephone,ringing,,,often
red,pillow,a,a,rarely
silver,ship,a,a,rarely
hot,sundae,a,a,never
pink,elephant,an,a,never
brown,doggie,a,a,often
yogurt,hair,,,rarely
kids,honey,,,rarely
guy,walking,,,sometimes
taller,spoon,a,a,rarely
pirate,necklace,a,a,rarely
cloudy,day,a,a,almost always
pink,towel,a,a,rarely
baby,snail,a,a,never
purple,ring,a,a,rarely
tv,company,a,a,rarely
sunny,side,a,a,always
purple,car,a,a,never
green,monkey,a,a,rarely
broken,door,a,a,rarely
pink,bear,a,a,never
home,sign,a,a,almost always
plastic,mat,a,a,rarely
home,committee,a,a,rarely
dinosaur,book,a,a,rarely
male,goldfish,a,a,about half the time
saw,blade,a,a,rarely
baby,deer,a,a,rarely
vampire,zombie,a,a,never
monkey,whisper,a,a,never
bathroom,shop,a,a,rarely
panel,radiator,a,a,often
kitchen,net,a,a,sometimes
red,horn,a,a,almost always
outside,shell,a,an,always
octopus,show,a,an,never
racing,pigeon,a,a,rarely
green,shamrock,a,a,almost always
land,motorway,a,a,almost always
pregnant,blond,a,a,about half the time
yellow,scarf,a,a,rarely
track,record,a,a,always
shovel,scoop,a,a,often
colors,green,,,always
orange,bug,a,an,never
green,lego,a,a,rarely
crease,mark,a,a,always
green,dish,a,a,never
baby,hair,,,sometimes
gold,plate,a,a,sometimes
piggy,bank,a,a,always
sugar,cube,a,a,almost always
hay,ride,a,a,often
pink,flower,a,a,about half the time
red,rectangle,a,a,never
squirt,toy,a,a,sometimes
panel,game,a,a,rarely
fridge,freezer,a,a,almost always
lock,stock,,,never
naked,child,a,a,almost always
gold,star,a,a,almost always
gold,band,a,a,almost always
room,bathroom,a,a,almost always
ceiling,tile,a,a,rarely
dirty,swine,a,a,always
trash,yard,a,a,rarely
apple,book,a,an,never
puffin,nose,a,a,never
tv,day,a,a,sometimes
light,car,a,a,about half the time
butterfly,cake,a,a,almost always
freeze,popsicle,a,a,always
girl,boot,a,a,about half the time
bunny,mask,a,a,rarely
goose,mama,a,a,always
gas,bill,a,a,sometimes
hot,daddy,a,a,never
yellow,fuzz,,,often
dorsal,fin,a,a,sometimes
fairy,pony,a,a,never
singing,voice,a,a,sometimes
purple,rain,,,never
message,machine,a,a,rarely
bait,shop,a,a,rarely
litter,tray,a,a,rarely
stuffed,mushroom,a,a,never
leather,jacket,a,a,rarely
teddy,book,a,a,rarely
brown,baby,a,a,almost always
guy,dancing,,,rarely
dressing,gown,a,a,about half the time
apple,feast,a,an,rarely
cracker,sandwich,a,a,rarely
green,cheese,,,rarely
tiger,costume,a,a,rarely
butter,sandwich,a,a,rarely
dinosaur,map,a,a,rarely
red,apple,an,a,sometimes
lady,bug,a,a,rarely
red,barn,a,a,often
light,bulb,a,a,almost always
cookie,jar,a,a,about half the time
tool,box,a,a,sometimes
spiky,fish,a,a,rarely
gingerbread,guy,a,a,never
orange,balloon,a,an,rarely
taller,one,a,a,never
green,doggy,a,a,rarely
tooth,mark,a,a,rarely
juicy,juice,,,always
dust,rag,a,a,almost always
day,break,a,a,rarely
mitten,tree,a,a,rarely
purple,pants,,,rarely
stereo,computer,a,a,never
purple,red,,,rarely
railway,track,a,a,often
yellow,roof,a,a,rarely
brake,pad,a,a,often
pink,hat,a,a,rarely
back,row,a,a,never
sleeveless,top,a,a,about half the time
red,pepper,a,a,often
elbow,hair,,,always
green,egg,an,a,rarely
tank,top,a,a,sometimes
yellow,toe,a,a,rarely
lady,car,a,a,never
robot,head,a,a,rarely
shoe,store,a,a,rarely
chap,advertising,,,rarely
daddy,fish,a,a,never
yellow,driver,a,a,never
dog,dirt,,,rarely
quarter,bag,a,a,about half the time
top,handle,a,a,often
choir,boy,a,a,rarely
brown,mommy,a,a,often
paper,bag,a,a,never
dead,baby,a,a,never
pink,paper,a,a,rarely
hotel,room,a,a,rarely
hot,cereal,,,rarely
baby,fish,a,a,rarely
ocean,book,a,an,rarely
tape,recorder,a,a,always
suite,room,a,a,rarely
purple,edge,an,a,rarely
rock,honey,,,never
yellow,lady,a,a,rarely
metal,door,a,a,rarely
telephone,cord,a,a,sometimes
tail,piece,a,a,always
garden,hose,a,a,about half the time
water,boil,a,a,about half the time
cotton,lining,a,a,almost always
red,berry,a,a,often
dolly,clothes,,,rarely
top,tooth,a,a,about half the time
raisin,cookie,a,a,rarely
purple,mom,a,a,never
bubble,bath,a,a,rarely
exit,entrance,an,an,always
bear,home,a,a,rarely
smiley,sticker,a,a,sometimes
slippery,leg,a,a,rarely
hot,strawberry,a,a,never
giant,dragon,a,a,never
pear,yogurt,,,rarely
red,honey,,,rarely
shoe,wax,,,about half the time
