adjective,noun,mean
yellow,bed,1.6666666666666667
yellow,belt,2.6666666666666665
yellow,bib,3
yellow,bill,2
yellow,bin,2.3333333333333335
yellow,bird,3
yellow,blanket,2.6666666666666665
yellow,block,3
yellow,boat,3
yellow,bowl,3
yellow,box,2.3333333333333335
yellow,broom,2.5
yellow,brush,2.3333333333333335
yellow,bucket,3
yellow,bus,4.25
yellow,butterfly,3
yellow,button,3
yellow,cake,3.25
yellow,cap,2.5
yellow,car,3.5
yellow,card,2.6666666666666665
yellow,carrot,2
yellow,cartridge,2.6666666666666665
yellow,chair,2.6666666666666665
yellow,chalk,2.75
yellow,chick,6
yellow,chicken,3.6666666666666665
yellow,circle,4
yellow,coat,3
yellow,collar,2
yellow,color,3.25
yellow,coloring,2.6666666666666665
yellow,colors,3.25
yellow,coral,2.5
yellow,costume,2.3333333333333335
yellow,cow,1.6666666666666667
yellow,crayon,2.6666666666666665
yellow,cup,3.3333333333333335
yellow,curtain,3
yellow,dinosaur,2.3333333333333335
yellow,door,2.3333333333333335
yellow,dot,3
yellow,dragon,2.3333333333333335
yellow,dress,2.3333333333333335
yellow,driver,1.6666666666666667
yellow,drum,2.6666666666666665
yellow,duck,3
yellow,duckling,5.333333333333333
yellow,egg,2.6666666666666665
yellow,elephant,1.5
yellow,eye,2
yellow,fat,2.6666666666666665
yellow,feather,3
yellow,fire,3
yellow,fish,3
yellow,flag,2.5
yellow,flower,3.3333333333333335
yellow,foot,2
yellow,fuzz,2.6666666666666665
yellow,girl,1
yellow,glasses,2.75
yellow,green,3
yellow,grey,1.3333333333333333
yellow,guitar,3
yellow,guy,2
yellow,hair,2.3333333333333335
yellow,hand,2.3333333333333335
yellow,handle,2.6666666666666665
yellow,hat,3
yellow,hay,5.5
yellow,head,2
yellow,helicopter,2
yellow,hippo,1
yellow,honey,3
yellow,hoop,3
yellow,horse,1.6666666666666667
yellow,hose,2
yellow,house,2.3333333333333335
yellow,key,2
yellow,kite,2.75
yellow,knee,2
yellow,knight,1.75
yellow,lady,1.6666666666666667
yellow,leaf,3
yellow,leg,1.5
yellow,lemon,6
yellow,lemonade,6
yellow,lid,3
yellow,light,3
yellow,line,3
yellow,lion,5.333333333333333
yellow,lip,2.3333333333333335
yellow,man,2
yellow,marble,3
yellow,marker,3.3333333333333335
yellow,match,1.6666666666666667
yellow,metal,2
yellow,milk,2
yellow,mom,1.3333333333333333
yellow,mommy,1.5
yellow,moon,2.6666666666666665
yellow,mountain,1.3333333333333333
yellow,mouth,1.6666666666666667
yellow,mustache,1
yellow,neon,3
yellow,ninja,1.6666666666666667
yellow,noodle,4
yellow,octagon,2.5
yellow,orange,3
yellow,outfit,3
yellow,overalls,3
yellow,page,3
yellow,pail,3
yellow,paint,4
yellow,pants,2.6666666666666665
yellow,paper,2.6666666666666665
yellow,parrot,3
yellow,pepper,3.75
yellow,picture,2.5
yellow,piece,2.5
yellow,pig,1
yellow,piggie,1.25
yellow,plane,2
yellow,plastic,2.3333333333333335
yellow,pot,2.5
yellow,press,2
yellow,puppy,2
yellow,purple,2
yellow,queen,2.5
yellow,radiator,2
yellow,rain,1.6666666666666667
yellow,rake,2.3333333333333335
yellow,reindeer,1
yellow,ribbon,3.3333333333333335
yellow,ring,2.3333333333333335
yellow,roller,2
yellow,roof,2
yellow,room,2.5
yellow,row,2.5
yellow,rubber,2.25
yellow,saddle,2.75
yellow,scarf,3
yellow,school,2
yellow,screw,2
yellow,sheep,1
yellow,sheet,2.75
yellow,shelf,2.5
yellow,shirt,3
yellow,shoe,2.6666666666666665
yellow,shovel,2.5
yellow,skull,1
yellow,slab,2.3333333333333335
yellow,sleeve,2.75
yellow,snow,2
yellow,spin,1
yellow,square,2.75
yellow,squash,5
yellow,star,4.333333333333333
yellow,stick,1.75
yellow,stripe,3.6666666666666665
yellow,submarine,2.75
yellow,sun,4.666666666666667
yellow,tap,2
yellow,tape,2.5
yellow,taxi,4.75
yellow,toe,2
yellow,tongue,1
yellow,tooth,3.3333333333333335
yellow,top,2.75
yellow,track,2
yellow,train,2.75
yellow,tree,2.25
yellow,triangle,2.6666666666666665
yellow,truck,2
yellow,tube,2.75
yellow,van,2.75
yellow,wedge,2.6666666666666665
yellow,wheel,2
yellow,white,2
yellow,wing,2.3333333333333335
yellow,wipe,1.5
yellow,zucchini,3.25
yogurt,hair,1
yogurt,juice,2
yogurt,mom,2.6666666666666665
yogurt,paper,1
yogurt,pudding,3.3333333333333335
yogurt,raisin,1.6666666666666667
yoyo,ball,1
zucchini,plant,2
